id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
1400,371,Honolulu,Alcohol,55,Bo,147,36,1663.17,1,4.48293800539084,46.1991666666667,720
1401,24,Columbus,Fresh food,14,Veina,19,5,692.74,58,28.8641666666667,138.548,615
1402,297,Seattle,Baby,56,Bo,155,34,1776.88,1,5.98276094276094,52.2611764705882,932
1403,14,Seattle,Alcohol,10,Bo,10,2,533.22,77,38.0871428571429,266.61,837
1404,204,Honolulu,Frozen food,38,Bo,102,20,1615.32,1,7.91823529411765,80.766,699
1405,130,Jersey,Alcohol,33,Moone,80,8,1126.82,11,8.66784615384615,140.8525,777
1406,85,Seattle,Pets,26,Nilima,47,10,1134.83,15,13.3509411764706,113.483,754
1407,152,Boston,Baby,35,Bo,57,32,1371.86,3,9.0253947368421,42.870625,754
1408,47,Columbus,Beverages,26,Nilima,34,8,889.94,18,18.9348936170213,111.2425,359
1409,77,Boston,Clothes,19,Bo,42,8,1139.68,3,14.801038961039,142.46,678
1410,165,Columbus,Packaged food,33,Veina,79,38,1422.43,2,8.62078787878788,37.4323684210526,783
1411,80,Jersey,Baby,28,Moone,56,8,906.07,28,11.325875,113.25875,335
1412,238,Boston,Clothes,33,Veina,56,12,1431.46,2,6.01453781512605,119.288333333333,542
1413,354,Columbus,Frozen food,57,Medeia,137,45,1717.76,3,4.85242937853107,38.1724444444444,663
1414,86,Seattle,Packaged food,25,Bo,38,9,993.89,3,11.5568604651163,110.432222222222,747
1415,27,Columbus,Shoes,12,Nilima,19,10,750.32,7,27.7896296296296,75.032,365
1416,353,Boston,Alcohol,50,Bo,107,36,1744.56,3,4.94209631728045,48.46,693
1417,360,Colorado Springs,Alcohol,43,Bo,129,43,1528.86,1,4.24683333333333,35.5548837209302,775
1418,238,Columbus,Baby,44,Veina,118,26,1808.59,1,7.59911764705882,69.5611538461538,719
1419,32,Columbus,Baby,21,Bo,24,4,789.32,2,24.66625,197.33,674
1420,380,Orlando,Shoes,46,Nilima,168,37,1807.02,2,4.75531578947368,48.8383783783784,804
1421,13,Colorado Springs,Alcohol,9,Kellest,11,3,537.26,33,41.3276923076923,179.086666666667,696
1422,280,Denver,Clothes,42,Veina,66,13,1636.04,3,5.843,125.849230769231,624
1423,1,Orlando,Baby,1,Veina,1,1,233.87,84,233.87,233.87,740
1424,104,Denver,Alcohol,33,Bo,59,18,1414.91,4,13.6049038461538,78.6061111111111,556
1425,173,Seattle,Packaged food,39,Bo,78,18,1382.93,5,7.99381502890173,76.8294444444444,876
1426,140,Colorado Springs,Shoes,38,Moone,75,17,1192.82,1,8.52014285714286,70.1658823529412,746
1427,134,San Diego,Packaged food,32,Bo,65,6,1475.03,6,11.0076865671642,245.838333333333,767
1428,219,Denver,Shoes,47,Nilima,93,27,1559.24,2,7.11981735159817,57.7496296296296,706
1429,87,Columbus,Fresh food,32,Bo,43,5,1010.71,4,11.6173563218391,202.142,724
1430,208,Colorado Springs,Packaged food,40,Bo,94,26,1493.55,3,7.18052884615385,57.4442307692308,775
1431,113,Columbus,Shoes,36,Bo,53,18,1104.34,1,9.7729203539823,61.3522222222222,789
1432,416,Colorado Springs,Alcohol,55,Bo,163,44,1894.91,2,4.55507211538462,43.0661363636364,815
1433,151,Boston,Fresh food,33,Bo,81,26,1441.67,4,9.54748344370861,55.4488461538462,664
1434,127,Orlando,Alcohol,38,Bo,49,14,1312.98,19,10.3384251968504,93.7842857142857,843
1435,91,Denver,Clothes,22,Bo,36,5,1046.25,2,11.4972527472527,209.25,607
1436,139,Colorado Springs,Alcohol,32,Nilima,74,11,1261.34,10,9.07438848920863,114.667272727273,630
1437,173,Columbus,Alcohol,34,Bo,95,31,1308.38,1,7.56289017341041,42.2058064516129,539
1438,109,Colorado Springs,Beverages,33,Bo,65,16,1216.65,2,11.1619266055046,76.040625,680
1439,26,Honolulu,Pets,17,Nilima,25,11,778.09,9,29.9265384615385,70.7354545454545,327
1440,159,Boston,Frozen food,27,Veina,57,17,1301.58,2,8.18603773584906,76.5635294117647,738
1442,62,Colorado Springs,Clothes,11,Bo,18,15,1067.25,1,17.2137096774194,71.15,813
1443,288,Boston,Shoes,48,Medeia,143,21,1812.8,3,6.29444444444444,86.3238095238095,528
1444,281,Colorado Springs,Baby,46,Bo,117,61,1558.42,1,5.54597864768683,25.547868852459,772
1445,183,Seattle,Frozen food,41,Bo,110,5,1427.43,4,7.80016393442623,285.486,656
1446,80,Columbus,Baby,30,Nilima,48,20,1047.97,8,13.099625,52.3985,501
1447,81,Orlando,Frozen food,15,Veina,35,14,1469,6,18.1358024691358,104.928571428571,874
1448,38,Columbus,Baby,20,Bo,25,10,720.36,18,18.9568421052632,72.036,754
1449,85,Columbus,Baby,22,Nilima,34,15,1159.81,3,13.6448235294118,77.3206666666667,608
1450,197,Seattle,Alcohol,36,Bo,81,41,1259.66,2,6.39421319796954,30.7234146341463,653
1451,193,Colorado Springs,Clothes,42,Bo,89,48,1116.47,1,5.78481865284974,23.2597916666667,795
1452,227,Jersey,Alcohol,41,Nilima,94,23,1536.8,3,6.77004405286344,66.8173913043478,853
1453,30,Boston,Frozen food,13,Medeia,21,11,752.15,7,25.0716666666667,68.3772727272727,544
1454,21,Columbus,Baby,15,Bo,16,1,651.04,83,31.0019047619048,651.04,593
1455,62,Orlando,Baby,24,Veina,36,5,950.9,8,15.3370967741935,190.18,611
1456,111,Honolulu,Alcohol,34,Bo,70,23,1045.66,4,9.42036036036036,45.4634782608696,820
1458,47,Seattle,Packaged food,27,Bo,37,6,827.38,30,17.603829787234,137.896666666667,374
1459,522,Seattle,Frozen food,64,Bo,207,39,2183.29,5,4.18254789272031,55.9817948717949,684
1460,94,Seattle,Alcohol,32,Nilima,60,10,1155.35,17,12.2909574468085,115.535,619
1461,244,Seattle,Bakery,45,Bo,124,17,1727.05,7,7.0780737704918,101.591176470588,810
1462,41,Columbus,Shoes,15,Nilima,21,21,721.6,1,17.6,34.3619047619048,580
1463,166,San Diego,Clothes,34,Bo,63,7,1200.05,6,7.22921686746988,171.435714285714,829
1464,252,Colorado Springs,Shoes,43,Bo,109,17,1496.98,1,5.94039682539683,88.0576470588235,859
1465,86,Boston,Frozen food,31,Bo,53,5,1144.99,23,13.3138372093023,228.998,673
1466,49,Colorado Springs,Bakery,22,Bo,30,16,944.92,31,19.2840816326531,59.0575,631
1467,86,Orlando,Frozen food,27,Veina,45,17,1104.36,2,12.8413953488372,64.9623529411765,616
1469,339,Honolulu,Packaged food,52,Bo,133,20,1771.72,2,5.22631268436578,88.586,821
1470,235,Honolulu,Alcohol,54,Bo,108,25,1453.5,8,6.18510638297872,58.14,791
1471,11,Seattle,Pets,7,Nilima,9,3,444.94,13,40.4490909090909,148.313333333333,766
1472,111,Honolulu,Shoes,39,Medeia,67,11,1196.29,3,10.7773873873874,108.753636363636,751
1473,104,Seattle,Shoes,39,Nilima,54,10,1136.66,4,10.9294230769231,113.666,370
1474,35,Jersey,Packaged food,15,Bo,26,8,753.13,9,21.518,94.14125,664
1475,90,Denver,Frozen food,23,Kellest,40,22,1009.97,7,11.2218888888889,45.9077272727273,623
1476,266,Colorado Springs,Alcohol,48,Bo,131,33,1635.33,2,6.14785714285714,49.5554545454545,433
1477,135,Boston,Alcohol,37,Bo,75,16,1229.24,6,9.10548148148148,76.8275,662
1478,48,Colorado Springs,Baby,16,Bo,24,13,801.68,6,16.7016666666667,61.6676923076923,623
1479,145,Boston,Frozen food,31,Medeia,53,9,1507.97,3,10.3997931034483,167.552222222222,862
1480,294,Columbus,Alcohol,45,Bo,98,19,1491.23,1,5.07221088435374,78.4857894736842,473
1481,138,Columbus,Alcohol,34,Bo,65,21,1251.77,1,9.07079710144927,59.6080952380952,577
1482,186,Columbus,Beverages,40,Bo,95,9,1400.98,6,7.53215053763441,155.664444444444,615
1483,93,Seattle,Bakery,24,Nilima,65,14,1130.56,3,12.1565591397849,80.7542857142857,684
1484,123,Denver,Frozen food,34,Medeia,52,12,1174.8,4,9.55121951219512,97.9,552
1485,112,Honolulu,Frozen food,31,Nilima,49,19,1171.34,10,10.4583928571429,61.6494736842105,413
1487,72,Seattle,Baby,29,Nilima,44,14,991.07,10,13.7648611111111,70.7907142857143,778
1488,152,Honolulu,Alcohol,32,Bo,86,27,1233.58,4,8.11565789473684,45.6881481481481,918
1489,206,Honolulu,Baby,42,Veina,80,23,1514.81,5,7.35344660194175,65.8613043478261,673
1490,189,Orlando,Alcohol,37,Bo,97,20,1400.83,4,7.41179894179894,70.0415,635
1491,51,Columbus,Alcohol,20,Alekto,32,7,903.49,2,17.7154901960784,129.07,578
1492,186,Seattle,Alcohol,42,Bo,99,26,1509.39,1,8.115,58.0534615384615,570
1493,47,Colorado Springs,Packaged food,20,Bo,31,11,909.46,5,19.3502127659574,82.6781818181818,686
1494,51,Seattle,Packaged food,17,Veina,30,16,958.88,2,18.801568627451,59.93,742
1495,53,Columbus,Baby,20,Veina,38,6,1026.78,8,19.3732075471698,171.13,753
1496,149,Columbus,Packaged food,42,Bo,84,10,1380.37,26,9.26422818791946,138.037,569
1497,240,Denver,Shoes,46,Bo,109,11,1512.07,4,6.30029166666667,137.460909090909,876
1498,39,Honolulu,Alcohol,22,Veina,28,6,978.78,50,25.0969230769231,163.13,828
1499,325,Boston,Clothes,52,Bo,135,13,1505.05,10,4.63092307692308,115.773076923077,749
1500,419,Columbus,Frozen food,58,Bo,177,28,1894.92,2,4.52248210023866,67.6757142857143,890
1501,114,Columbus,Alcohol,37,Bo,70,22,1142.38,2,10.0208771929825,51.9263636363636,801
1502,173,Columbus,Shoes,45,Nilima,89,29,1419.28,6,8.20393063583815,48.9406896551724,787
1503,222,Columbus,Frozen food,44,Nilima,100,15,1517.4,5,6.83513513513514,101.16,793
1504,94,Seattle,Beverages,28,Bo,54,16,1082.26,4,11.5134042553191,67.64125,1180
1505,104,Boston,Baby,29,Bo,60,12,1100.5,1,10.5817307692308,91.7083333333333,638
1506,134,Seattle,Frozen food,37,Bo,62,20,1257.98,2,9.38791044776119,62.899,521
1507,289,Seattle,Shoes,47,Nilima,126,15,1600.69,4,5.53871972318339,106.712666666667,722
1508,395,Seattle,Shoes,56,Bo,122,52,1815.63,1,4.59653164556962,34.9159615384615,504
1509,27,Orlando,Baby,11,Moone,14,6,607.29,18,22.4922222222222,101.215,437
1510,231,Orlando,Shoes,43,Bo,109,36,1589.4,3,6.88051948051948,44.15,750
1511,351,Jersey,Pets,47,Bo,94,18,1834.14,2,5.22547008547009,101.896666666667,864
1512,23,Orlando,Alcohol,14,Veina,19,4,720.17,18,31.3117391304348,180.0425,536
1513,26,Seattle,Shoes,12,Veina,15,9,758.95,35,29.1903846153846,84.3277777777778,871
1514,457,Columbus,Alcohol,50,Bo,139,20,1865.33,3,4.08168490153173,93.2665,724
1515,168,Columbus,Bakery,40,Bo,89,20,1472.56,1,8.76523809523809,73.628,532
1516,110,Boston,Frozen food,28,Nilima,45,17,1153.28,4,10.4843636363636,67.84,807
1517,35,Seattle,Fresh food,15,Veina,23,8,817.94,7,23.3697142857143,102.2425,626
1518,434,Columbus,Fresh food,51,Bo,155,41,1815.2,2,4.18248847926267,44.2731707317073,656
1519,138,Honolulu,Frozen food,41,Bo,71,27,1181.59,3,8.56224637681159,43.7625925925926,649
1520,47,Columbus,Beverages,21,Nilima,34,6,841.42,6,17.9025531914894,140.236666666667,757
1521,113,Honolulu,Frozen food,38,Bo,69,16,1258.44,1,11.1366371681416,78.6525,753
1522,123,Orlando,Shoes,22,Bo,33,34,1054.82,4,8.57577235772358,31.0241176470588,641
1523,3,Columbus,Baby,3,Veina,3,3,375.28,7,125.093333333333,125.093333333333,626
1524,52,Columbus,Shoes,17,Veina,32,9,889.33,12,17.1025,98.8144444444444,654
1525,128,Seattle,Shoes,41,Nilima,78,18,1280.03,4,10.000234375,71.1127777777778,638
1526,282,Seattle,Shoes,50,Bo,123,32,2255.41,1,7.99790780141844,70.4815625,267
1527,81,Columbus,Baby,26,Veina,50,25,1033.86,3,12.7637037037037,41.3544,580
1528,100,Columbus,Frozen food,30,Bo,49,8,1142.03,11,11.4203,142.75375,576
1529,33,Orlando,Packaged food,18,Bo,23,7,768.37,12,23.2839393939394,109.767142857143,694
1530,76,Columbus,Shoes,29,Nilima,45,12,1129.26,5,14.8586842105263,94.105,866
1531,381,Boston,Bakery,42,Bo,133,40,1743.79,1,4.57687664041995,43.59475,517
1532,291,Colorado Springs,Packaged food,47,Bo,105,28,1325.07,6,4.55350515463917,47.3239285714286,817
1533,64,Seattle,Baby,27,Bo,44,9,1001.59,11,15.64984375,111.287777777778,907
1534,19,Colorado Springs,Shoes,10,Nilima,12,8,541.13,7,28.4805263157895,67.64125,481
1535,99,Seattle,Alcohol,32,Bo,61,12,1162.19,22,11.7392929292929,96.8491666666667,443
1536,14,Boston,Bakery,9,Veina,12,6,581.8,22,41.5571428571429,96.9666666666667,267
1537,67,Orlando,Shoes,23,Nilima,38,21,984.85,2,14.6992537313433,46.897619047619,751
1538,206,Columbus,Packaged food,41,Bo,74,40,1645.81,2,7.98936893203883,41.14525,708
1539,145,Boston,Shoes,38,Tanvi,81,17,1482.75,4,10.2258620689655,87.2205882352941,920
1540,231,Seattle,Shoes,40,Nilima,95,34,1505.9,2,6.51904761904762,44.2911764705882,618
1541,142,Colorado Springs,Packaged food,34,Bo,70,22,1243.12,7,8.7543661971831,56.5054545454545,615
1542,121,Columbus,Shoes,28,Bo,50,8,1162.87,4,9.61049586776859,145.35875,471
1543,48,Denver,Baby,23,Nilima,29,22,979.61,1,20.4085416666667,44.5277272727273,584
1544,18,Denver,Packaged food,12,Veina,14,2,610.89,55,33.9383333333333,305.445,284
1545,425,Columbus,Baby,46,Bo,129,45,1576.94,1,3.71044705882353,35.0431111111111,360
1546,492,Seattle,Fresh food,50,Bo,127,48,1816.84,2,3.69276422764228,37.8508333333333,752
1547,168,Colorado Springs,Alcohol,44,Bo,86,9,1204.35,8,7.16875,133.816666666667,394
1548,97,Jersey,Baby,31,Bo,66,17,1381.2,6,14.239175257732,81.2470588235294,865
1549,297,Columbus,Packaged food,46,Bo,146,29,1601.47,13,5.39215488215488,55.2231034482759,688
1550,83,Columbus,Packaged food,31,Bo,45,13,1024.34,1,12.3414457831325,78.7953846153846,519
1551,65,Columbus,Alcohol,26,Bo,33,21,956.85,2,14.7207692307692,45.5642857142857,611
1552,22,San Diego,Frozen food,12,Veina,21,3,689.21,24,31.3277272727273,229.736666666667,895
1553,35,Honolulu,Beverages,14,Bo,30,4,752.23,36,21.4922857142857,188.0575,734
1554,106,Denver,Frozen food,38,Medeia,53,13,1199.43,8,11.3153773584906,92.2638461538462,404
1555,388,Columbus,Alcohol,41,Bo,137,17,1540.28,4,3.96979381443299,90.6047058823529,692
1557,145,Denver,Alcohol,37,Bo,72,12,1250.67,2,8.62531034482759,104.2225,800
1558,342,Denver,Shoes,50,Veina,100,24,1699.44,1,4.96912280701754,70.81,702
1559,179,Columbus,Bakery,33,Veina,76,40,1454.05,2,8.1231843575419,36.35125,615
1560,280,Columbus,Alcohol,47,Bo,127,33,1659.66,2,5.92735714285714,50.2927272727273,758
1561,35,Seattle,Alcohol,20,Bo,30,3,745.68,14,21.3051428571429,248.56,830
1562,106,Orlando,Frozen food,31,Bo,54,17,1143.28,5,10.7856603773585,67.2517647058824,741
1563,75,Seattle,Alcohol,24,Katram,46,14,1036.37,11,13.8182666666667,74.0264285714286,666
1564,667,Boston,Alcohol,58,Bo,239,33,2399.87,1,3.5980059970015,72.7233333333333,879
1565,246,Colorado Springs,Packaged food,49,Bo,103,37,1538.66,1,6.25471544715447,41.5854054054054,656
1566,47,Columbus,Bakery,24,Nilima,25,8,986.51,29,20.9895744680851,123.31375,484
1567,128,San Diego,Shoes,36,Veina,83,20,1267.21,1,9.900078125,63.3605,743
1568,57,Columbus,Baby,22,Bo,32,15,994.62,10,17.4494736842105,66.308,817
1569,568,Seattle,Frozen food,52,Bo,200,62,2088.03,4,3.67610915492958,33.6779032258065,508
1571,280,Jersey,Alcohol,47,Nilima,111,29,1539.99,13,5.49996428571429,53.1031034482759,458
1572,187,Boston,Baby,39,Bo,95,8,1341.48,8,7.17368983957219,167.685,485
1573,118,Colorado Springs,Baby,38,Bo,56,29,980.97,5,8.31330508474576,33.8265517241379,730
1574,257,Orlando,Baby,42,Bo,87,33,1572.68,1,6.11937743190662,47.6569696969697,851
1575,427,Colorado Springs,Alcohol,61,Bo,182,17,1903,7,4.45667447306792,111.941176470588,525
1576,153,Colorado Springs,Alcohol,37,Bo,86,31,1293.82,3,8.45633986928105,41.7361290322581,777
1577,761,Orlando,Alcohol,64,Bo,230,50,2185.16,2,2.87143232588699,43.7032,666
1578,20,Colorado Springs,Clothes,12,Veina,15,3,614.22,52,30.711,204.74,677
1579,41,Columbus,Shoes,24,Bo,28,4,887.08,68,21.6360975609756,221.77,481
1580,213,Colorado Springs,Alcohol,45,Bo,122,27,1354.11,1,6.35732394366197,50.1522222222222,1088
1581,73,Boston,Baby,32,Bo,46,9,1018.08,19,13.946301369863,113.12,518
1582,81,Seattle,Pets,27,Veina,49,13,1124.42,6,13.8817283950617,86.4938461538462,738
1583,294,Seattle,Alcohol,51,Bo,101,14,1464.67,2,4.98187074829932,104.619285714286,983
1584,14,Jersey,Clothes,11,Bo,11,5,546.16,30,39.0114285714286,109.232,484
1585,34,Seattle,Bakery,15,Nilima,26,6,956.17,1,28.1226470588235,159.361666666667,692
1586,360,Orlando,Packaged food,47,Bo,150,33,1952.55,3,5.42375,59.1681818181818,774
1587,192,Orlando,Clothes,36,Veina,66,33,1204.04,3,6.27104166666667,36.4860606060606,600
1588,71,Seattle,Alcohol,22,Veina,50,6,994.11,48,14.0015492957746,165.685,472
1589,34,Boston,Packaged food,12,Bo,14,11,751.54,5,22.1041176470588,68.3218181818182,521
1590,302,Colorado Springs,Alcohol,44,Bo,99,30,1537.94,1,5.09251655629139,51.2646666666667,709
1591,283,Honolulu,Fresh food,44,Bo,141,17,1527.6,3,5.39787985865724,89.8588235294118,644
1592,30,Columbus,Alcohol,19,Alekto,25,4,760.32,7,25.344,190.08,410
1594,176,Colorado Springs,Baby,43,Bo,81,34,1443.31,2,8.200625,42.4502941176471,587
1595,146,Denver,Shoes,28,Veina,54,39,1227.29,2,8.40609589041096,31.4689743589744,615
1596,155,Boston,Shoes,32,Bo,50,26,1499.68,4,9.67535483870968,57.68,519
1597,136,Orlando,Shoes,38,Nilima,66,23,1139.01,11,8.37507352941176,49.5221739130435,720
1599,91,Seattle,Frozen food,30,Bo,46,11,997.67,7,10.9634065934066,90.6972727272727,833
1600,231,Honolulu,Alcohol,31,Moone,100,30,1428.37,5,6.18341991341991,47.6123333333333,704
1601,305,Honolulu,Packaged food,49,Bo,123,20,1688.07,4,5.53465573770492,84.4035,732
1602,57,Jersey,Packaged food,22,Bo,37,10,966.46,5,16.9554385964912,96.646,747
1603,53,Boston,Frozen food,20,Bo,34,8,1102.55,3,20.8028301886792,137.81875,729
1604,20,Boston,Baby,9,Bo,11,6,656.98,10,32.849,109.496666666667,455
1605,36,Jersey,Alcohol,16,Veina,25,5,797.86,7,22.1627777777778,159.572,679
1606,72,Jersey,Beverages,22,Bo,37,10,1059.56,3,14.7161111111111,105.956,747
1607,233,San Diego,Frozen food,47,Bo,114,27,1610.57,3,6.91231759656652,59.6507407407407,759
1608,94,Seattle,Frozen food,25,Veina,44,15,1211.62,7,12.8895744680851,80.7746666666667,774
1609,343,Jersey,Shoes,52,Nilima,173,25,2004.13,3,5.84294460641399,80.1652,717
1610,150,Columbus,Baby,44,Bo,69,26,1172.83,4,7.81886666666667,45.1088461538462,539
1612,175,Seattle,Alcohol,37,Bo,68,12,1379.16,13,7.88091428571429,114.93,501
1613,18,Colorado Springs,Shoes,11,Veina,13,5,629.32,43,34.9622222222222,125.864,633
1614,225,Columbus,Frozen food,33,Bo,73,36,1617.22,1,7.18764444444444,44.9227777777778,556
1615,74,Orlando,Fresh food,24,Bo,35,5,1017.62,4,13.7516216216216,203.524,654
1616,70,Columbus,Shoes,19,Nilima,37,9,928.74,4,13.2677142857143,103.193333333333,806
1617,238,Seattle,Alcohol,54,Bo,107,13,1521.51,26,6.39289915966387,117.039230769231,561
1618,37,Orlando,Alcohol,21,Veina,26,8,897.21,38,24.2489189189189,112.15125,737
1619,206,Seattle,Frozen food,49,Bo,111,20,1614,7,7.83495145631068,80.7,731
1620,93,Columbus,Alcohol,33,Bo,47,7,1070.88,9,11.5148387096774,152.982857142857,661
1621,16,San Diego,Alcohol,10,Veina,13,10,555.46,32,34.71625,55.546,565
1622,112,San Diego,Baby,29,Veina,55,16,1013.68,6,9.05071428571429,63.355,618
1623,219,Colorado Springs,Shoes,49,Bo,111,14,1567.41,12,7.15712328767123,111.957857142857,541
1624,3,Columbus,Bakery,2,Veina,3,2,563.34,21,187.78,281.67,573
1625,163,Jersey,Packaged food,43,Bo,91,14,1455.53,1,8.92963190184049,103.966428571429,912
1626,275,Columbus,Alcohol,56,Bo,118,21,1558.92,2,5.6688,74.2342857142857,900
1627,397,Columbus,Shoes,56,Bo,143,19,1800.15,4,4.53438287153652,94.7447368421053,883
1629,245,Honolulu,Alcohol,49,Bo,104,13,1535.12,2,6.26579591836735,118.086153846154,663
1630,241,Boston,Alcohol,49,Bo,123,18,1535.87,3,6.37290456431535,85.3261111111111,1025
1631,638,Boston,Alcohol,56,Bo,202,55,2068.28,1,3.24181818181818,37.6050909090909,1111
1632,42,Boston,Shoes,24,Nilima,26,6,851.33,3,20.2697619047619,141.888333333333,495
1633,128,Seattle,Alcohol,29,Bo,56,28,1040.37,5,8.127890625,37.1560714285714,587
1634,74,Colorado Springs,Packaged food,23,Veina,39,21,905.49,4,12.2363513513514,43.1185714285714,472
1635,15,Denver,Shoes,12,Veina,14,3,627.19,10,41.8126666666667,209.063333333333,551
1636,275,Boston,Alcohol,45,Bo,112,21,1520.66,1,5.52967272727273,72.412380952381,875
1637,133,Honolulu,Packaged food,42,Bo,95,18,1388.53,5,10.4400751879699,77.1405555555556,598
1638,82,Columbus,Shoes,25,Nilima,44,13,1061.44,8,12.9443902439024,81.6492307692308,529
1639,107,Columbus,Alcohol,24,Veina,54,26,1176.42,6,10.9945794392523,45.2469230769231,655
1640,80,Columbus,Clothes,22,Bo,34,16,901.86,7,11.27325,56.36625,829
1641,209,Honolulu,Alcohol,36,Bo,89,35,1476.66,2,7.06535885167464,42.1902857142857,667
1642,6,Seattle,Baby,6,Veina,6,1,475.03,54,79.1716666666667,475.03,720
1643,68,Orlando,Frozen food,25,Alekto,33,8,987.4,2,14.5205882352941,123.425,841
1644,140,Columbus,Beverages,34,Veina,82,5,1409.73,27,10.0695,281.946,507
1645,92,Orlando,Shoes,30,Veina,52,25,1225.26,2,13.3180434782609,49.0104,650
1646,510,Colorado Springs,Baby,59,Bo,151,50,1688.27,6,3.31033333333333,33.7654,637
1647,116,Boston,Bakery,34,Bo,74,9,1452.89,1,12.5249137931034,161.432222222222,863
1648,162,Seattle,Shoes,36,Nilima,72,32,1186.07,3,7.32141975308642,37.0646875,619
1649,80,Orlando,Shoes,25,Medeia,51,6,1083.47,12,13.543375,180.578333333333,832
1650,102,Seattle,Frozen food,28,Bo,56,24,1047.51,4,10.2697058823529,43.64625,691
1652,59,Honolulu,Shoes,22,Nilima,41,5,1031.76,18,17.4874576271186,206.352,650
1653,173,Jersey,Packaged food,42,Bo,105,17,1598.95,3,9.24248554913295,94.0558823529412,679
1654,62,Columbus,Baby,32,Bo,41,13,1031.6,3,16.6387096774194,79.3538461538461,893
1655,216,Honolulu,Baby,48,Bo,96,27,1482.55,1,6.86365740740741,54.9092592592593,701
1656,61,Columbus,Packaged food,21,Veina,48,16,1043.65,5,17.1090163934426,65.228125,862
1657,331,Columbus,Alcohol,42,Bo,138,13,1486.59,8,4.4912084592145,114.353076923077,603
1658,244,Seattle,Packaged food,39,Veina,77,30,1552.05,3,6.3608606557377,51.735,732
1659,67,San Diego,Alcohol,25,Veina,43,15,964.03,9,14.3885074626866,64.2686666666667,537
1660,71,Honolulu,Baby,37,Bo,52,7,1006.14,18,14.170985915493,143.734285714286,643
1661,66,Seattle,Pets,23,Veina,45,2,1112.44,59,16.8551515151515,556.22,628
1662,321,Colorado Springs,Shoes,55,Bo,133,11,1740.34,4,5.4216199376947,158.212727272727,682
1663,64,San Diego,Shoes,28,Bo,41,5,985.99,6,15.40609375,197.198,938
1664,240,Columbus,Baby,38,Nilima,93,28,1644.58,1,6.85241666666667,58.735,685
1665,86,Honolulu,Beverages,27,Bo,42,10,1023.16,19,11.8972093023256,102.316,286
1666,102,Columbus,Alcohol,35,Bo,55,5,1201.48,9,11.7792156862745,240.296,619
1667,327,Jersey,Pets,50,Bo,112,12,1700.55,2,5.20045871559633,141.7125,916
1668,66,Seattle,Baby,21,Bo,49,22,1081.87,8,16.3919696969697,49.1759090909091,636
1669,262,Denver,Frozen food,35,Veina,95,23,1666.96,4,6.3624427480916,72.4765217391304,703
1670,110,San Diego,Baby,37,Bo,68,21,1200.37,3,10.9124545454545,57.1604761904762,578
1671,175,Honolulu,Alcohol,46,Bo,87,32,1419.48,1,8.11131428571429,44.35875,693
1672,76,Orlando,Baby,30,Moone,43,24,1069.89,2,14.0775,44.57875,696
1673,93,San Diego,Baby,22,Veina,54,17,931.6,6,10.0172043010753,54.8,631
1675,126,Jersey,Baby,33,Moone,78,23,1252.23,1,9.93833333333333,54.4447826086957,785
1676,250,Honolulu,Shoes,43,Bo,84,30,1340.44,4,5.36176,44.6813333333333,875
1677,19,Orlando,Baby,8,Veina,12,4,783.46,55,41.2347368421053,195.865,602
1678,50,Colorado Springs,Baby,21,Veina,37,11,897.06,18,17.9412,81.5509090909091,793
1679,89,Denver,Shoes,28,Veina,51,14,1070.34,6,12.0262921348315,76.4528571428571,824
1680,151,Orlando,Frozen food,38,Bo,71,20,1362.25,1,9.02152317880795,68.1125,590
1681,554,Boston,Alcohol,61,Bo,226,45,2134.28,1,3.85249097472924,47.4284444444445,578
1682,366,Columbus,Frozen food,56,Bo,115,62,1916.13,1,5.23532786885246,30.9053225806452,691
1683,91,Seattle,Frozen food,26,Bo,55,8,1132.81,5,12.4484615384615,141.60125,907
1684,86,Seattle,Alcohol,32,Bo,61,5,1159.63,4,13.4840697674419,231.926,433
1685,51,Seattle,Shoes,20,Bo,24,14,867.25,5,17.0049019607843,61.9464285714286,599
1686,141,Columbus,Alcohol,42,Bo,88,22,1280.76,4,9.08340425531915,58.2163636363636,542
1688,189,Honolulu,Alcohol,45,Nilima,91,8,1460.66,7,7.72835978835979,182.5825,677
1689,95,Seattle,Shoes,30,Alekto,45,19,1038.29,14,10.9293684210526,54.6468421052632,644
1690,397,Seattle,Bakery,52,Bo,193,23,2277.34,2,5.73637279596977,99.0147826086957,692
1692,236,Orlando,Packaged food,43,Bo,110,25,1466.69,3,6.21478813559322,58.6676,671
1693,26,Jersey,Alcohol,17,Bo,18,6,666.71,7,25.6426923076923,111.118333333333,760
1694,332,San Diego,Frozen food,52,Bo,152,29,1769.21,2,5.32894578313253,61.0072413793103,535
1695,307,Seattle,Alcohol,48,Medeia,112,19,1869.83,3,6.09065146579805,98.4121052631579,718
1696,244,Boston,Frozen food,41,Bo,111,25,1577.33,2,6.46446721311475,63.0932,1005
1697,56,Columbus,Shoes,22,Bo,23,13,926.27,8,16.5405357142857,71.2515384615385,752
1698,234,Honolulu,Frozen food,44,Bo,109,12,1598.87,16,6.83277777777778,133.239166666667,626
1699,150,Boston,Bakery,30,Veina,77,27,1288.49,11,8.58993333333333,47.7218518518519,541
