"","ID","orderDate","title","newsletter","websiteDesign","paymentMethod","couponDiscount","purchaseValue","giftwrapping","throughAffiliate","shippingFees","dvd","blueray","vinyl","videogame","videogameDownload","tvEquiment","prodOthers","prodRemitted","prodSecondHand","returnCustomer"
"8466",9690,2014-06-02,"Mr","0","2","Current Account","0",3,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"8467",9691,2014-10-22,"Others","0","1","Credit Card","0",5,"0","0","0",2,0,0,0,0,0,0,0,0,"1"
"8468",9692,2014-08-05,"Mrs","0","1","Invoice","1",4,"0","0","0",0,0,1,0,0,0,0,0,0,"1"
"8469",9693,2015-01-02,"Mr","1","3","Invoice","0",4,"0","1","0",1,0,0,0,0,0,1,0,0,"0"
"8470",9695,2014-06-17,"Mrs","0","3","Cash","0",3,"0","1","0",0,0,0,1,0,0,0,0,0,"0"
"8471",9696,2014-08-12,"Company","0","3","Current Account","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8472",9697,2014-06-14,"Mr","0","1","Current Account","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8473",9698,2014-12-05,"Mrs","1","1","Invoice","0",4,"0","0","0",0,0,1,0,0,0,0,0,0,"0"
"8474",9699,2014-07-01,"Mr","0","1","Cash","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8475",9700,2014-08-27,"Others","0","1","Credit Card","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8476",9701,2014-08-29,"Company","0","3","Current Account","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8477",9702,2014-12-17,"Mrs","0","3","Cash","0",2,"0","1","0",0,2,0,0,0,0,0,0,0,"1"
"8478",9703,2014-12-16,"Mrs","0","3","Invoice","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"1"
"8479",9704,2014-12-29,"Mr","0","1","Invoice","0",3,"0","1","1",0,1,0,0,0,0,0,0,0,"0"
"8480",9705,2015-01-01,"Mr","0","1","Invoice","0",5,"0","0","0",2,2,0,0,0,0,0,0,0,"0"
"8481",9707,2014-05-04,"Company","0","2","Invoice","1",4,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8482",9708,2014-08-06,"Others","0","3","Cash","0",4,"0","1","0",0,0,1,0,0,0,0,0,0,"1"
"8483",9709,2014-11-10,"Mrs","0","1","Invoice","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8484",9710,2014-09-13,"Mr","0","1","Invoice","0",2,"0","0","1",1,0,0,0,0,0,0,0,1,"0"
"8485",9711,2014-12-17,"Mr","1","2","Invoice","1",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8486",9712,2014-06-30,"Mr","1","3","Current Account","0",3,"0","1","0",1,0,0,0,0,0,0,1,0,"1"
"8487",9713,2014-08-19,"Mrs","0","1","Current Account","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8488",9714,2014-07-30,"Mr","0","2","Invoice","0",3,"0","1","0",0,0,1,0,0,0,0,0,0,"0"
"8489",9715,2014-09-02,"Mrs","0","3","Cash","0",4,"0","1","0",1,1,0,0,0,0,0,0,0,"0"
"8490",9716,2014-07-11,"Company","1","1","Invoice","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8491",9717,2014-12-31,"Mr","1","1","Credit Card","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8492",9718,2014-04-26,"Company","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,1,0,"0"
"8493",9719,2014-12-03,"Mrs","0","2","Cash","0",2,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8494",9720,2014-09-21,"Mr","0","1","Current Account","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8495",9721,2014-04-27,"Mrs","1","1","Credit Card","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8496",9724,2015-01-09,"Mr","1","3","Cash","0",2,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8497",9725,2014-08-04,"Others","0","1","Current Account","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8498",9726,2014-09-16,"Mr","1","2","Cash","0",5,"0","1","0",3,0,0,0,0,0,0,0,0,"1"
"8499",9727,2014-09-18,"Mrs","0","1","Cash","0",1,"0","0","0",0,1,0,0,0,0,0,0,0,"0"
"8500",9730,2014-11-20,"Mrs","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8501",9731,2015-01-05,"Mr","1","3","Invoice","1",3,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"8502",9732,2014-07-23,"Mr","0","2","Invoice","1",1,"0","1","0",2,2,0,0,0,0,0,0,0,"0"
"8503",9734,2014-09-20,"Mr","0","2","Cash","0",2,"0","1","0",0,0,0,0,0,0,1,0,0,"0"
"8504",9735,2014-12-23,"Mrs","1","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8505",9736,2014-10-30,"Others","0","3","Current Account","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"1"
"8506",9737,2014-06-25,"Mr","0","3","Invoice","0",4,"0","1","0",0,2,0,0,0,0,0,0,0,"1"
"8507",9738,2014-12-01,"Mrs","0","3","Invoice","0",2,"0","1","1",1,0,0,0,0,0,0,0,0,"0"
"8508",9739,2014-09-02,"Mr","0","3","Invoice","0",4,"0","1","0",0,0,3,0,0,0,0,0,0,"1"
"8509",9740,2014-07-06,"Mr","0","1","Invoice","1",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8510",9741,2015-01-14,"Mrs","0","3","Credit Card","0",5,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8511",9742,2014-05-20,"Company","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8512",9743,2014-12-15,"Mrs","0","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8513",9744,2014-11-02,"Mr","0","3","Current Account","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8514",9745,2014-10-21,"Mr","0","2","Cash","0",4,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8515",9746,2014-05-02,"Company","1","1","Credit Card","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8516",9747,2014-07-12,"Company","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8517",9748,2014-10-30,"Mrs","0","3","Invoice","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8518",9751,2014-07-25,"Mrs","0","1","Invoice","1",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8519",9752,2014-12-30,"Mr","0","2","Invoice","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8520",9756,2014-05-01,"Mr","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8521",9757,2015-01-06,"Others","1","3","Cash","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8522",9758,2014-12-11,"Mr","0","3","Cash","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8523",9759,2014-08-09,"Mr","0","2","Cash","0",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8524",9760,2014-08-23,"Others","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8525",9761,2015-01-21,"Mr","0","1","Current Account","1",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8526",9762,2014-10-08,"Mrs","0","1","Credit Card","0",4,"0","0","0",0,1,0,0,0,0,0,0,0,"0"
"8527",9763,2014-05-26,"Others","0","2","Current Account","1",2,"0","1","0",0,1,0,0,0,0,0,0,0,"0"
"8528",9764,2014-08-29,"Mr","0","2","Current Account","1",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8529",9766,2014-11-22,"Mr","0","3","Invoice","0",2,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8530",9767,2014-05-27,"Mr","0","1","Invoice","0",2,"0","0","1",1,0,0,0,0,0,0,0,0,"0"
"8531",9768,2014-06-16,"Others","0","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8532",9770,2014-12-04,"Mrs","1","3","Invoice","0",3,"0","1","0",0,0,1,0,0,0,0,0,0,"0"
"8533",9771,2014-09-09,"Mr","0","1","Invoice","0",5,"0","0","0",3,0,0,0,0,0,0,0,0,"0"
"8534",9772,2015-01-12,"Mrs","1","1","Credit Card","1",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8535",9773,2014-05-27,"Mr","0","1","Credit Card","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8536",9774,2014-05-24,"Mr","0","1","Cash","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8537",9776,2014-12-15,"Mrs","0","1","Credit Card","0",4,"0","0","0",0,0,0,0,0,0,1,0,0,"0"
"8538",9777,2014-11-14,"Company","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8539",9778,2014-04-23,"Mrs","0","1","Invoice","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8540",9779,2014-10-04,"Mr","1","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8541",9780,2014-04-25,"Others","0","2","Current Account","0",5,"0","1","0",0,0,1,0,0,0,0,0,0,"0"
"8542",9781,2014-10-21,"Company","0","1","Current Account","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8543",9783,2015-01-07,"Mrs","1","1","Credit Card","0",5,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8544",9784,2014-08-20,"Mrs","1","1","Current Account","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8545",9785,2015-01-16,"Mr","0","2","Current Account","1",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8546",9786,2014-10-20,"Mr","1","1","Invoice","0",5,"0","0","0",1,0,0,0,0,0,0,0,0,"1"
"8547",9787,2014-09-10,"Others","0","2","Current Account","0",2,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8548",9789,2014-09-30,"Mr","0","2","Cash","0",5,"0","1","0",5,1,0,0,0,0,0,0,0,"1"
"8549",9790,2014-05-28,"Company","0","1","Cash","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8550",9791,2014-10-15,"Mr","1","3","Cash","0",4,"0","1","0",0,1,0,0,0,0,0,0,0,"0"
"8551",9792,2014-07-25,"Mrs","0","2","Current Account","1",1,"0","1","1",1,0,0,0,0,0,0,0,0,"0"
"8552",9793,2015-01-07,"Mr","0","3","Credit Card","0",5,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8553",9794,2014-10-25,"Mrs","0","1","Invoice","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8554",9795,2014-11-04,"Mr","0","1","Invoice","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8555",9796,2014-04-30,"Others","1","3","Cash","0",4,"0","1","0",1,2,0,0,0,0,0,0,0,"0"
"8556",9798,2014-11-05,"Mrs","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8557",9799,2014-11-16,"Mrs","0","1","Credit Card","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8558",9800,2014-10-04,"Mrs","0","3","Cash","0",5,"0","1","0",3,0,0,0,0,0,0,0,0,"0"
"8559",9801,2014-08-17,"Mrs","0","1","Cash","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8560",9802,2014-12-31,"Mr","1","3","Invoice","0",4,"0","1","0",2,0,0,0,0,0,0,0,0,"1"
"8561",9803,2014-09-05,"Mrs","0","3","Invoice","0",4,"0","1","0",0,0,4,0,0,0,0,0,0,"0"
"8562",9804,2014-07-19,"Others","1","3","Current Account","0",4,"0","1","0",2,0,0,0,0,0,0,0,0,"1"
"8563",9805,2014-10-01,"Mr","1","3","Invoice","0",2,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8564",9806,2014-05-21,"Mr","0","1","Current Account","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8565",9808,2014-11-20,"Mrs","1","3","Credit Card","0",4,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8566",9809,2014-05-22,"Company","0","1","Credit Card","0",4,"0","0","0",0,0,0,1,0,0,0,0,0,"0"
"8567",9810,2015-01-12,"Mr","0","1","Current Account","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8568",9811,2015-01-22,"Mrs","0","1","Invoice","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8569",9812,2014-10-09,"Mrs","0","1","Invoice","0",3,"0","0","0",0,0,1,0,0,0,0,0,1,"1"
"8570",9813,2014-09-26,"Mr","0","3","Invoice","0",5,"0","1","0",0,0,3,0,0,0,0,0,0,"0"
"8571",9814,2014-12-30,"Others","1","1","Invoice","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8572",9815,2014-05-30,"Mrs","0","1","Cash","0",5,"0","0","0",1,0,0,0,0,0,0,0,0,"1"
"8573",9816,2014-08-28,"Mrs","0","2","Current Account","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8574",9818,2014-12-29,"Mr","0","1","Invoice","0",5,"0","0","0",4,0,0,0,0,0,0,0,0,"0"
"8575",9819,2014-12-12,"Mrs","1","1","Invoice","1",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8576",9821,2014-12-23,"Mr","0","1","Current Account","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8577",9822,2014-07-17,"Mr","0","1","Invoice","0",5,"0","0","0",0,0,2,0,0,0,0,0,0,"0"
"8578",9823,2014-04-25,"Mrs","0","2","Invoice","1",1,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"8579",9824,2014-06-11,"Others","0","3","Cash","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"1"
"8580",9825,2014-11-14,"Mr","0","2","Invoice","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8581",9826,2014-08-14,"Mrs","0","1","Current Account","0",5,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8582",9827,2014-07-05,"Mr","1","3","Cash","0",2,"0","1","0",0,1,0,0,0,0,0,0,0,"1"
"8583",9828,2014-10-08,"Company","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8584",9830,2015-01-10,"Company","0","2","Cash","0",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8585",9832,2014-11-29,"Mr","1","2","Invoice","1",3,"0","1","0",1,0,0,0,0,0,0,0,0,"1"
"8586",9833,2014-08-08,"Mr","0","1","Current Account","0",2,"0","0","1",1,0,0,0,0,0,0,0,0,"0"
"8587",9834,2014-11-24,"Others","0","1","Invoice","0",2,"0","0","1",1,0,0,0,0,0,0,0,0,"0"
"8588",9835,2014-12-27,"Mr","0","2","Current Account","1",1,"0","1","0",0,2,0,0,0,0,0,0,0,"0"
"8589",9836,2014-12-29,"Mr","0","2","Invoice","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8590",9837,2014-10-18,"Mr","0","1","Invoice","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8591",9838,2014-09-28,"Others","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8592",9839,2015-03-09,"Mrs","0","1","Current Account","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"1"
"8593",9840,2014-09-16,"Others","0","1","Invoice","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8594",9841,2014-08-22,"Mrs","1","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8595",9842,2014-10-18,"Mr","0","3","Invoice","0",5,"0","1","0",0,0,3,0,0,0,0,0,0,"0"
"8596",9843,2015-01-22,"Others","1","2","Invoice","1",3,"0","1","0",0,0,0,0,0,0,0,0,0,"1"
"8597",9844,2014-05-31,"Mrs","0","1","Current Account","0",4,"0","0","0",2,0,0,0,0,0,0,0,1,"0"
"8598",9845,2014-10-02,"Others","0","3","Cash","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"1"
"8599",9846,2014-11-17,"Mr","0","3","Cash","0",2,"0","1","0",0,0,1,0,0,0,0,0,0,"1"
"8600",9848,2014-05-16,"Company","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8601",9849,2014-11-21,"Others","0","2","Invoice","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8602",9851,2014-06-12,"Mrs","0","1","Current Account","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8603",9852,2014-11-26,"Mrs","0","1","Current Account","0",3,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8604",9853,2014-05-24,"Mrs","0","1","Invoice","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8605",9854,2014-10-22,"Others","0","1","Invoice","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8606",9855,2014-08-29,"Mr","1","1","Invoice","1",4,"0","0","0",1,0,0,0,0,0,0,0,0,"1"
"8607",9856,2014-10-18,"Mrs","0","2","Current Account","1",1,"0","1","0",0,2,0,0,0,0,0,0,0,"0"
"8608",9857,2015-01-09,"Mr","0","3","Credit Card","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8609",9858,2014-12-19,"Mrs","0","1","Invoice","0",4,"0","0","0",0,0,0,0,0,0,0,0,1,"0"
"8610",9859,2014-09-29,"Mrs","0","1","Invoice","1",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8611",9861,2014-10-07,"Mr","0","2","Invoice","1",1,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8612",9862,2014-09-02,"Mr","0","1","Invoice","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8613",9863,2014-08-25,"Mr","0","2","Current Account","1",1,"0","1","0",0,2,0,0,0,0,0,0,0,"0"
"8614",9864,2014-11-10,"Mrs","0","1","Current Account","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8615",9865,2015-01-10,"Mrs","1","2","Invoice","0",3,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8616",9866,2014-12-08,"Mr","0","1","Invoice","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8617",9867,2014-12-03,"Mrs","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8618",9868,2014-12-24,"Mr","0","2","Credit Card","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8619",9869,2014-12-23,"Mrs","0","3","Current Account","0",2,"0","1","1",1,0,0,0,0,0,0,1,0,"1"
"8620",9870,2014-11-25,"Mrs","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8621",9871,2014-10-29,"Mr","0","1","Cash","0",4,"0","0","0",0,0,0,0,0,0,0,1,0,"0"
"8622",9872,2015-01-09,"Mr","0","1","Invoice","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8623",9873,2014-07-31,"Mr","0","3","Current Account","0",3,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"8624",9874,2014-09-21,"Others","0","1","Cash","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8625",9875,2014-10-04,"Others","1","1","Invoice","0",4,"0","0","0",0,0,1,0,0,0,0,0,0,"0"
"8626",9877,2014-07-09,"Mrs","0","1","Current Account","0",2,"0","0","1",0,1,0,0,0,0,0,0,0,"0"
"8627",9878,2015-01-20,"Mrs","0","2","Current Account","1",1,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"8628",9879,2014-10-21,"Mrs","0","1","Current Account","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8629",9880,2014-11-26,"Others","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8630",9881,2014-05-01,"Company","0","1","Invoice","0",5,"0","0","0",0,1,0,0,0,0,0,0,0,"0"
"8631",9882,2014-07-05,"Mr","0","1","Credit Card","0",5,"0","0","0",0,0,4,0,0,0,0,0,0,"0"
"8632",9883,2015-01-03,"Others","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8633",9884,2014-07-09,"Mr","0","3","Current Account","1",4,"0","1","0",3,0,0,0,0,0,0,0,0,"0"
"8634",9885,2014-05-05,"Mr","0","3","Cash","0",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8635",9886,2014-05-09,"Mr","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8636",9887,2014-08-19,"Mr","0","1","Cash","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8637",9888,2014-05-24,"Mr","0","1","Invoice","1",3,"0","0","0",3,0,0,0,0,0,0,0,0,"0"
"8638",9889,2015-01-08,"Company","0","2","Invoice","1",2,"0","1","0",0,4,0,0,0,0,0,0,0,"0"
"8639",9890,2015-01-09,"Mrs","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8640",9891,2014-10-13,"Mrs","0","2","Invoice","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8641",9893,2014-07-07,"Company","0","1","Credit Card","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8642",9894,2014-12-24,"Mr","0","1","Current Account","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8643",9895,2014-11-24,"Others","1","1","Credit Card","0",5,"0","0","0",3,0,0,0,0,0,0,0,1,"0"
"8644",9896,2014-07-08,"Mr","1","1","Cash","0",4,"0","0","0",2,1,0,0,0,0,0,0,0,"0"
"8645",9897,2015-01-11,"Others","0","1","Invoice","1",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8646",9898,2014-08-01,"Others","0","1","Current Account","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8647",9899,2014-12-13,"Mrs","0","1","Credit Card","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8648",9900,2014-07-13,"Mrs","0","1","Invoice","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"1"
"8649",9901,2014-12-07,"Mr","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,1,"0"
"8650",9902,2014-12-10,"Others","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8651",9903,2014-12-26,"Mr","0","1","Current Account","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8652",9905,2014-07-18,"Mrs","0","1","Current Account","0",2,"0","0","1",0,0,1,0,0,0,0,0,0,"0"
"8653",9906,2014-12-09,"Mr","0","1","Invoice","0",5,"0","0","0",1,0,0,0,0,0,1,0,0,"0"
"8654",9907,2014-12-05,"Mr","1","1","Current Account","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8655",9908,2014-11-09,"Mr","1","2","Current Account","1",1,"0","1","0",0,0,1,0,0,0,0,0,0,"0"
"8656",9909,2014-06-20,"Others","0","1","Current Account","1",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8657",9910,2014-12-31,"Others","1","1","Invoice","0",3,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"8658",9911,2015-01-05,"Others","0","2","Invoice","0",5,"0","1","0",2,1,0,0,0,0,0,0,0,"0"
"8659",9912,2014-08-06,"Mrs","0","2","Current Account","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8660",9913,2014-09-02,"Mrs","0","1","Current Account","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8661",9914,2015-01-10,"Company","1","2","Invoice","0",3,"0","1","1",1,0,0,0,0,0,0,0,0,"0"
"8662",9915,2014-11-26,"Mr","0","1","Current Account","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8663",9916,2015-01-20,"Others","1","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8664",9917,2014-08-25,"Others","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,1,0,"0"
"8665",9920,2014-12-13,"Mr","1","2","Current Account","1",1,"0","1","1",0,1,0,0,0,0,0,0,0,"0"
"8666",9921,2014-11-07,"Mrs","0","2","Cash","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8667",9923,2014-09-18,"Mrs","1","1","Credit Card","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"8668",9925,2014-09-24,"Mr","0","3","Cash","0",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8669",9926,2014-12-26,"Mr","0","3","Invoice","0",3,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"8670",9927,2015-01-06,"Others","0","3","Current Account","0",4,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8671",9928,2014-07-14,"Mr","0","3","Invoice","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8672",9929,2014-09-29,"Mrs","0","2","Invoice","1",1,"0","1","1",0,1,0,0,0,0,0,0,0,"0"
"8673",9930,2014-04-23,"Mr","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,1,0,0,"0"
"8674",9931,2014-12-21,"Mr","0","1","Cash","0",5,"0","0","0",0,0,0,0,0,0,0,1,0,"0"
"8675",9932,2014-07-30,"Mrs","0","1","Current Account","0",5,"0","0","0",5,0,0,0,0,0,0,0,0,"0"
"8676",9933,2014-08-10,"Others","0","3","Invoice","0",4,"0","1","0",0,0,2,0,0,0,0,0,0,"1"
"8677",9934,2014-12-29,"Mrs","0","2","Invoice","1",5,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"8678",9935,2014-09-11,"Mr","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"8679",9936,2014-11-08,"Mr","0","3","Cash","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"1"
"8680",9937,2014-09-20,"Others","0","3","Cash","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"8681",9938,2014-08-28,"Mr","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"8682",9939,2014-06-10,"Mr","1","1","Invoice","1",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8683",9940,2014-09-11,"Mr","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8684",9942,2014-07-28,"Mr","0","1","Invoice","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8685",9943,2014-11-08,"Mrs","1","2","Invoice","0",3,"1","1","0",1,0,0,0,0,0,0,0,0,"0"
"8686",9944,2015-01-06,"Others","0","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8687",9945,2014-07-29,"Mr","0","1","Invoice","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8688",9946,2014-07-15,"Mr","0","1","Current Account","1",5,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"8689",9947,2014-06-09,"Mr","0","1","Invoice","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"8690",9948,2014-07-29,"Mr","0","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"8691",9949,2014-07-18,"Mrs","0","3","Cash","0",5,"0","1","0",3,0,0,0,0,0,0,0,0,"0"
"8692",9952,2014-06-06,"Mr","1","2","Cash","0",2,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
