id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
1296,190,Boston,Shoes,38,Bo,89,16,1327.43,607.81,22,6.98647368421053,82.964375,383
1297,124,San Diego,Packaged food,28,Veina,56,19,1303.74,582.01,3,10.5140322580645,68.6178947368421,524
1298,153,Columbus,Shoes,38,Bo,52,20,1449.51,545.12,3,9.47392156862745,72.4755,532
1299,311,Seattle,Baby,51,Bo,130,35,1704.08,464.14,1,5.47935691318328,48.688,449
1300,82,Seattle,Frozen food,28,Medeia,45,14,1197.14,658.37,3,14.5992682926829,85.51,821
1301,258,San Diego,Alcohol,45,Bo,129,11,1651.16,800.05,1,6.39984496124031,150.105454545455,509
1302,76,Boston,Frozen food,27,Bo,51,7,1038.49,595.27,1,13.6643421052632,148.355714285714,731
1303,305,Seattle,Alcohol,50,Bo,152,27,1670.35,534.98,8,5.47655737704918,61.8648148148148,497
1304,123,Columbus,Alcohol,40,Bo,59,21,1272.26,451.42,1,10.3435772357724,60.5838095238095,621
1305,260,Colorado Springs,Baby,45,Bo,61,13,1377.59,696.31,5,5.29842307692308,105.968461538462,726
1306,130,Orlando,Shoes,34,Bo,73,26,1063.45,450.47,4,8.18038461538462,40.9019230769231,505
1308,110,Denver,Alcohol,30,Nilima,59,25,992.61,374.06,2,9.02372727272727,39.7044,490
1309,89,Seattle,Bakery,30,Veina,54,22,1050.49,553.42,2,11.8032584269663,47.7495454545455,653
1310,299,Seattle,Shoes,49,Bo,129,35,1747.3,721.14,1,5.8438127090301,49.9228571428571,598
1311,622,Jersey,Alcohol,67,Bo,210,14,2059.47,787.76,4,3.31104501607717,147.105,480
1312,242,Seattle,Alcohol,46,Nilima,112,11,1525.32,531.85,3,6.30297520661157,138.665454545455,606
1313,106,San Diego,Alcohol,34,Veina,59,17,1155.6,472.67,9,10.9018867924528,67.9764705882353,682
1314,2,Boston,Baby,2,Veina,2,1,215.61,298.77,11,107.805,215.61,747
1315,53,Seattle,Clothes,17,Tanvi,25,6,1258.16,697.67,1,23.7388679245283,209.693333333333,522
1316,379,Honolulu,Alcohol,55,Bo,166,37,1866.53,836.4,1,4.92488126649077,50.4467567567568,658
1317,68,San Diego,Baby,22,Nilima,38,9,1002.74,611.82,2,14.7461764705882,111.415555555556,742
1318,104,Seattle,Clothes,30,Tanvi,45,9,1246.67,664.17,1,11.9872115384615,138.518888888889,703
1319,321,Denver,Packaged food,51,Bo,157,37,1546.59,769.51,1,4.81803738317757,41.7997297297297,769
1320,198,Columbus,Alcohol,49,Bo,96,18,1230.22,550.71,4,6.21323232323232,68.3455555555556,720
1321,275,Seattle,Frozen food,53,Bo,105,25,1469.76,732.29,7,5.34458181818182,58.7904,763
1322,253,Seattle,Frozen food,46,Bo,103,36,1382.15,703.79,2,5.46304347826087,38.3930555555556,755
1323,210,Honolulu,Alcohol,40,Nilima,91,22,1258.19,446.02,2,5.99138095238095,57.1904545454545,436
1324,523,Jersey,Baby,50,Bo,136,24,1791.74,639.71,1,3.42588910133843,74.6558333333333,543
1325,148,Columbus,Baby,38,Bo,75,31,1309.26,596.74,1,8.84635135135135,42.2341935483871,599
1326,66,Orlando,Baby,25,Nilima,44,8,1058.32,330.13,8,16.0351515151515,132.29,564
1327,31,Orlando,Alcohol,21,Veina,29,6,788.65,158.61,2,25.4403225806452,131.441666666667,365
1328,312,Jersey,Shoes,41,Bo,112,29,1454.41,683.31,1,4.66157051282051,50.1520689655172,529
1329,17,Boston,Alcohol,9,Moone,16,3,562.41,269.11,29,33.0829411764706,187.47,668
1330,59,Orlando,Shoes,25,Nilima,46,13,1041.6,557.78,2,17.6542372881356,80.1230769230769,615
1331,265,Colorado Springs,Packaged food,45,Bo,104,48,1416.57,716.21,2,5.34554716981132,29.511875,895
1332,85,Orlando,Alcohol,30,Bo,48,14,1149.47,521.69,2,13.5231764705882,82.105,597
1333,108,Seattle,Frozen food,36,Bo,83,21,1163.71,421.04,2,10.7750925925926,55.4147619047619,680
1334,107,Seattle,Alcohol,29,Bo,42,21,1085.15,498.69,4,10.1415887850467,51.6738095238095,737
1335,138,Seattle,Alcohol,31,Bo,70,35,1240.45,612.11,5,8.98876811594203,35.4414285714286,793
1336,287,Seattle,Shoes,49,Bo,124,42,1779.59,792.62,2,6.20066202090592,42.3711904761905,706
1337,544,Seattle,Frozen food,48,Nilima,104,47,1815.21,805.14,1,3.33678308823529,38.6214893617021,669
1338,84,Honolulu,Shoes,27,Veina,48,8,1132.03,367.99,2,13.4765476190476,141.50375,734
1339,10,Columbus,Baby,8,Veina,9,3,376.39,688.56,60,37.639,125.463333333333,1131
1341,278,Honolulu,Frozen food,55,Medeia,102,13,1602.51,730.77,7,5.76442446043165,123.27,632
1342,10,Boston,Pets,8,Bo,7,2,453.09,265.33,77,45.309,226.545,501
1343,134,Seattle,Alcohol,41,Bo,83,10,1226.24,656.15,9,9.1510447761194,122.624,699
1344,148,Columbus,Baby,33,Bo,59,9,1213.58,734.45,30,8.19986486486486,134.842222222222,663
1345,191,Orlando,Alcohol,41,Bo,107,7,1319.11,553.2,7,6.90633507853403,188.444285714286,650
1347,367,Seattle,Bakery,51,Nilima,140,48,1882.69,770.08,3,5.12994550408719,39.2227083333333,669
1348,39,Columbus,Clothes,16,Veina,22,15,1186.08,446.98,5,30.4123076923077,79.072,482
1349,259,Seattle,Shoes,45,Bo,132,12,1678.52,612.19,3,6.4807722007722,139.876666666667,632
1350,87,Columbus,Shoes,27,Bo,44,24,1140.07,586.37,6,13.1042528735632,47.5029166666667,752
1351,183,Jersey,Alcohol,47,Moone,105,24,1269.24,580.31,2,6.93573770491803,52.885,754
1352,89,Columbus,Shoes,24,Bo,41,10,969.45,319.09,10,10.8926966292135,96.945,498
1353,185,Honolulu,Alcohol,40,Bo,83,17,1432.34,661.65,2,7.74237837837838,84.2552941176471,690
1354,108,Boston,Baby,31,Bo,47,13,1205.75,645.75,7,11.1643518518519,92.75,763
1355,229,Colorado Springs,Frozen food,49,Bo,101,30,1570.15,550.5,2,6.85655021834061,52.3383333333333,475
1356,322,Seattle,Alcohol,50,Bo,134,30,1823.23,648.95,4,5.6622049689441,60.7743333333333,471
1357,202,Columbus,Alcohol,45,Bo,115,29,1440.8,776.03,1,7.13267326732673,49.6827586206897,758
1358,114,Colorado Springs,Frozen food,36,Bo,70,24,1137.1,426.09,5,9.97456140350877,47.3791666666667,578
1359,84,Honolulu,Packaged food,35,Bo,56,6,1077.92,372.58,41,12.832380952381,179.653333333333,379
1360,235,Colorado Springs,Alcohol,43,Bo,92,13,1410.72,734.45,2,6.00306382978723,108.516923076923,633
1361,18,Columbus,Shoes,5,Akar,4,8,554.55,274.35,23,30.8083333333333,69.31875,551
1362,130,Colorado Springs,Alcohol,35,Bo,68,11,1238.01,609.22,15,9.52315384615385,112.546363636364,841
1363,1,Columbus,Baby,1,Veina,1,1,264.62,303.73,40,264.62,264.62,702
1364,176,San Diego,Alcohol,37,Bo,79,16,1349.88,593.87,2,7.66977272727273,84.3675,528
1365,50,Seattle,Beverages,19,Veina,39,17,967.3,440.85,8,19.346,56.9,481
1366,104,Seattle,Frozen food,35,Medeia,59,21,1301.05,610.39,12,12.5100961538462,61.9547619047619,865
1367,161,Columbus,Shoes,48,Nilima,102,26,1444.14,631.4,1,8.96981366459627,55.5438461538462,754
1368,57,San Diego,Frozen food,26,Bo,36,10,868.25,443.65,7,15.2324561403509,86.825,856
1369,333,San Diego,Shoes,44,Bo,116,13,1802.48,839.12,3,5.41285285285285,138.652307692308,700
1370,47,Denver,Shoes,23,Nilima,36,9,838.63,415.23,21,17.8431914893617,93.1811111111111,598
1371,301,Jersey,Clothes,46,Bo,119,9,1640.53,770.53,7,5.4502657807309,182.281111111111,535
1372,212,Honolulu,Beverages,40,Bo,76,14,1425.38,646.39,18,6.72349056603774,101.812857142857,724
1373,307,Seattle,Alcohol,43,Nilima,95,15,1764.62,913.92,1,5.74794788273616,117.641333333333,665
1374,284,Denver,Shoes,48,Bo,84,33,1661.33,853.36,1,5.84975352112676,50.3433333333333,713
1375,67,Boston,Packaged food,21,Veina,32,20,1002,435.45,2,14.955223880597,50.1,646
1376,313,Jersey,Shoes,48,Medeia,110,38,1821.62,761.53,2,5.81987220447284,47.9373684210526,593
1377,203,Colorado Springs,Shoes,42,Nilima,92,47,1457.09,647.8,1,7.17778325123153,31.001914893617,794
1378,404,Seattle,Frozen food,49,Bo,137,61,1660.32,640.52,1,4.10970297029703,27.2183606557377,456
1379,120,Denver,Baby,36,Bo,71,15,1213.92,517.51,3,10.116,80.928,579
1380,240,Denver,Shoes,52,Nilima,123,30,1574.62,746.37,1,6.56091666666667,52.4873333333333,539
1381,306,Honolulu,Frozen food,51,Veina,127,26,1733.47,645.2,1,5.66493464052288,66.6719230769231,645
1382,44,Seattle,Shoes,17,Medeia,26,12,952.38,452.92,8,21.645,79.365,689
1383,159,Columbus,Alcohol,30,Bo,56,43,1218.7,514.26,2,7.66477987421384,28.3418604651163,713
1384,44,Columbus,Baby,19,Alekto,24,12,856.33,426.15,21,19.4620454545455,71.3608333333333,720
1385,294,Boston,Pets,41,Bo,142,23,1951.79,1073.47,2,6.63874149659864,84.8604347826087,1000
1386,142,Colorado Springs,Alcohol,44,Bo,83,13,1364.72,371.06,10,9.61070422535211,104.978461538462,198
1387,446,Boston,Frozen food,50,Bo,186,27,1909.09,908.77,4,4.28047085201794,70.707037037037,689
1388,164,Seattle,Clothes,36,Nilima,57,15,1365.8,379.42,1,8.3280487804878,91.0533333333333,348
1389,177,Jersey,Pets,36,Veina,88,11,1570.1,638.15,1,8.87062146892655,142.736363636364,666
1390,99,Denver,Fresh food,32,Bo,54,10,1020.88,92.83,42,10.3119191919192,102.088,169
1391,127,Columbus,Shoes,36,Bo,73,14,1224.3,562.3,6,9.64015748031496,87.45,550
1392,295,Seattle,Alcohol,56,Bo,156,51,1679.33,521.59,1,5.69264406779661,32.9280392156863,561
1393,21,Boston,Baby,14,Bo,13,4,615,371.79,4,29.2857142857143,153.75,646
1394,41,Honolulu,Baby,23,Nilima,26,10,805.51,258.43,2,19.6465853658537,80.551,555
1395,27,Colorado Springs,Alcohol,15,Bo,23,10,645.85,612.26,5,23.9203703703704,64.585,1005
1396,126,Seattle,Shoes,37,Bo,64,17,1272.48,552.09,1,10.0990476190476,74.8517647058824,689
1397,194,Columbus,Alcohol,42,Nilima,85,17,1334.66,628.41,7,6.87969072164949,78.5094117647059,624
1398,57,Orlando,Frozen food,24,Medeia,31,22,928.66,505.13,6,16.2922807017544,42.2118181818182,798
1399,44,Orlando,Baby,23,Nilima,34,2,869.03,523.71,4,19.7506818181818,434.515,655
1400,438,Honolulu,Alcohol,56,Bo,154,42,1778.37,738.86,5,4.06020547945205,42.3421428571429,689
1402,214,Seattle,Packaged food,49,Bo,125,23,1641.14,882.15,3,7.6688785046729,71.3539130434783,901
1404,197,Honolulu,Frozen food,36,Bo,92,19,1579.56,688.62,2,8.01807106598985,83.1347368421053,668
1405,76,Jersey,Alcohol,27,Moone,53,5,944.08,558.93,20,12.4221052631579,188.816,746
1406,35,Seattle,Pets,16,Nilima,26,6,865.3,622.36,6,24.7228571428571,144.216666666667,723
1407,182,Boston,Packaged food,36,Bo,57,39,1462.7,542.88,2,8.03681318681319,37.5051282051282,723
1408,88,Columbus,Baby,36,Nilima,52,11,1072.79,347.63,15,12.1907954545455,97.5263636363636,328
1409,76,Boston,Shoes,17,Bo,40,9,1134.03,479.61,3,14.9214473684211,126.003333333333,647
1410,159,Columbus,Packaged food,31,Veina,78,42,1407.35,642.65,3,8.85125786163522,33.5083333333333,752
1411,118,Jersey,Baby,33,Moone,71,10,991.04,135.72,7,8.39864406779661,99.104,304
1412,246,Boston,Clothes,35,Tanvi,66,11,1452.82,733.16,8,5.90577235772358,132.074545454545,511
1413,394,Columbus,Frozen food,59,Bo,151,50,1767.38,803.1,3,4.48573604060914,35.3476,632
1414,95,Seattle,Alcohol,27,Bo,45,10,1042.98,478.17,8,10.9787368421053,104.298,716
1415,26,Columbus,Shoes,14,Nilima,17,10,739.8,344.74,1,28.4538461538462,73.98,334
1416,316,Boston,Bakery,55,Bo,100,35,1715.37,796.12,2,5.42838607594937,49.0105714285714,662
1417,312,Colorado Springs,Alcohol,45,Bo,123,36,1462.56,685.17,1,4.68769230769231,40.6266666666667,744
1418,211,Columbus,Baby,43,Veina,109,20,1753.41,785.02,1,8.31,87.6705,688
1419,50,Columbus,Baby,24,Bo,33,5,864.67,383,56,17.2934,172.934,643
1420,306,Orlando,Beverages,38,Nilima,132,28,1681.33,857.14,1,5.49454248366013,60.0475,773
1422,257,Denver,Clothes,40,Veina,65,12,1608.82,751.23,8,6.26,134.068333333333,593
1424,103,Denver,Shoes,38,Bo,62,15,1427.16,566.63,1,13.8559223300971,95.144,525
1425,156,Seattle,Packaged food,40,Bo,72,21,1363.85,729.94,1,8.7426282051282,64.9452380952381,845
1426,132,Colorado Springs,Baby,40,Moone,80,16,1129.65,594.65,9,8.55795454545455,70.603125,715
1427,105,San Diego,Packaged food,34,Bo,55,7,1328,726.22,20,12.647619047619,189.714285714286,736
1428,258,Denver,Shoes,46,Nilima,112,30,1677.87,667.88,2,6.50337209302326,55.929,675
1430,196,Colorado Springs,Alcohol,34,Bo,84,27,1477.84,694.53,4,7.54,54.7348148148148,744
1431,119,Columbus,Shoes,34,Bo,55,15,1148.09,462.22,2,9.64781512605042,76.5393333333333,758
1432,410,Colorado Springs,Alcohol,57,Bo,167,42,1868.99,870.49,1,4.55851219512195,44.4997619047619,784
1433,144,Boston,Fresh food,34,Bo,81,26,1443.6,623.36,6,10.025,55.5230769230769,633
1434,96,Orlando,Shoes,35,Bo,40,13,1203.93,629.25,6,12.5409375,92.61,812
1435,65,Denver,Clothes,16,Bo,32,4,938.23,511.2,4,14.4343076923077,234.5575,576
1436,130,Colorado Springs,Packaged food,36,Bo,67,9,1220.94,634.65,8,9.39184615384615,135.66,599
1437,147,Columbus,Alcohol,36,Bo,80,31,1244.79,623.8,2,8.46795918367347,40.1545161290323,508
1438,124,Colorado Springs,Beverages,33,Bo,71,16,1310.01,540.34,1,10.5645967741935,81.875625,649
1439,36,Honolulu,Alcohol,23,Nilima,31,10,832.49,299.41,2,23.1247222222222,83.249,296
1440,107,Boston,Packaged food,26,Tanvi,47,14,1157.86,700.83,6,10.8211214953271,82.7042857142857,707
1441,63,Colorado Springs,Frozen food,26,Bo,40,9,1011.14,396.64,25,16.0498412698413,112.348888888889,540
1442,71,Colorado Springs,Clothes,11,Bo,20,14,1106.44,523.86,1,15.583661971831,79.0314285714286,782
1443,294,Boston,Shoes,53,Medeia,158,20,1816.25,785.56,5,6.17772108843537,90.8125,497
1444,259,Colorado Springs,Packaged food,48,Bo,114,54,1383.04,825.16,3,5.33992277992278,25.6118518518519,741
1445,181,Seattle,Frozen food,37,Bo,107,5,1448.89,743.6,7,8.00491712707182,289.778,625
1446,104,Columbus,Alcohol,37,Bo,55,23,1175.23,398.14,3,11.3002884615385,51.0969565217391,470
1447,52,Orlando,Bakery,14,Veina,24,11,1322.11,761.01,3,25.4251923076923,120.191818181818,843
1448,74,Columbus,Frozen food,27,Medeia,46,16,905.14,298.96,13,12.2316216216216,56.57125,723
1449,113,Columbus,Baby,23,Nilima,41,16,1244.74,417.48,3,11.0153982300885,77.79625,577
1450,190,Seattle,Alcohol,36,Bo,91,40,1248,529.67,1,6.56842105263158,31.2,622
1451,176,Colorado Springs,Clothes,37,Bo,75,44,1103.51,496.52,1,6.26994318181818,25.0797727272727,764
1452,226,Jersey,Alcohol,46,Nilima,93,24,1467.18,866.19,3,6.49194690265487,61.1325,822
1453,53,Boston,Frozen food,24,Bo,34,15,891.06,336.85,2,16.8124528301887,59.404,513
1455,46,Orlando,Baby,22,Bo,31,4,840.26,455.07,7,18.2665217391304,210.065,580
1456,101,Honolulu,Alcohol,28,Bo,54,18,998.02,539.31,6,9.88138613861386,55.4455555555556,789
1458,64,Seattle,Packaged food,29,Nilima,45,6,927.54,184.5,5,14.4928125,154.59,343
1459,540,Seattle,Alcohol,60,Bo,207,39,2185.96,958.28,2,4.04807407407407,56.0502564102564,653
1460,135,Seattle,Alcohol,34,Nilima,83,11,1261.41,439.46,1,9.34377777777778,114.673636363636,588
1461,250,Seattle,Shoes,44,Nilima,124,16,1647.09,790.85,1,6.58836,102.943125,779
1462,43,Columbus,Shoes,19,Kellest,26,24,750.18,373.06,1,17.4460465116279,31.2575,549
1463,141,San Diego,Clothes,30,Bo,57,6,1132.79,533.14,2,8.03397163120567,188.798333333333,798
1464,155,Colorado Springs,Shoes,35,Bo,76,14,1221.8,830.96,1,7.88258064516129,87.2714285714286,828
1465,118,Boston,Frozen food,39,Medeia,82,6,1232.64,558.84,18,10.4461016949153,205.44,642
1466,51,Colorado Springs,Bakery,21,Bo,31,18,965.73,265.19,14,18.9358823529412,53.6516666666667,600
1467,76,Orlando,Frozen food,29,Medeia,45,16,1053.51,642.28,4,13.8619736842105,65.844375,585
1469,329,Honolulu,Alcohol,56,Bo,141,22,1762.45,833.72,5,5.35699088145897,80.1113636363636,790
1470,205,Honolulu,Alcohol,50,Bo,104,22,1452.11,644.01,3,7.08346341463415,66.005,760
1471,6,Seattle,Shoes,5,Nilima,5,2,330.12,249.01,3,55.02,165.06,735
1472,102,Honolulu,Shoes,38,Bo,65,9,1176.31,586.22,5,11.5324509803922,130.701111111111,720
1473,130,Seattle,Baby,37,Bo,69,14,1243.95,414.76,4,9.56884615384615,88.8535714285714,339
1474,37,Jersey,Packaged food,17,Bo,29,7,764.05,331.2,8,20.65,109.15,633
1475,108,Denver,Frozen food,27,Kellest,47,23,1057.93,384.26,2,9.79564814814815,45.9969565217391,592
1476,213,Colorado Springs,Bakery,47,Bo,120,26,1536.54,758.38,2,7.21380281690141,59.0976923076923,402
1477,130,Boston,Baby,39,Bo,70,14,1161.53,573.47,3,8.93484615384615,82.9664285714286,631
1478,52,Colorado Springs,Baby,15,Bo,23,15,803.77,333.43,3,15.4571153846154,53.5846666666667,592
1479,124,Boston,Frozen food,24,Medeia,32,7,1358.63,841.67,28,10.9566935483871,194.09,831
1480,350,Columbus,Alcohol,46,Bo,121,23,1593.02,516.14,2,4.55148571428571,69.2617391304348,442
1481,108,Columbus,Alcohol,31,Bo,56,15,1198.6,605.5,2,11.0981481481481,79.9066666666667,546
1482,231,Columbus,Beverages,45,Bo,114,12,1458.14,605.79,9,6.31229437229437,121.511666666667,584
1483,56,Seattle,Bakery,24,Bo,39,8,1037.85,644.83,6,18.5330357142857,129.73125,653
1484,92,Denver,Frozen food,29,Medeia,37,9,1077.99,558.68,8,11.7172826086957,119.776666666667,521
1485,136,Honolulu,Frozen food,36,Bo,60,20,1243.17,320.82,2,9.14095588235294,62.1585,382
1486,144,Seattle,Shoes,39,Bo,69,10,1395.87,618.15,1,9.69354166666667,139.587,651
1487,36,Seattle,Frozen food,21,Alekto,28,11,848.4,583.41,4,23.5666666666667,77.1272727272727,747
1488,99,Honolulu,Alcohol,29,Bo,52,21,1059.61,686.8,1,10.7031313131313,50.457619047619,887
1489,229,Honolulu,Fresh food,45,Nilima,94,26,1587.54,621.48,3,6.93248908296943,61.0592307692308,642
1490,137,Orlando,Alcohol,38,Bo,88,17,1261.75,707.4,10,9.20985401459854,74.2205882352941,604
1491,59,Columbus,Beverages,19,Alekto,35,10,946.07,454.6,12,16.0350847457627,94.607,547
1492,219,Seattle,Alcohol,43,Bo,115,28,1769.5,660.74,3,8.07990867579909,63.1964285714286,539
1493,49,Colorado Springs,Packaged food,18,Bo,31,10,832.43,488.01,6,16.9883673469388,83.243,655
1494,52,Seattle,Baby,18,Veina,33,14,989.63,432.25,10,19.0313461538462,70.6878571428571,711
1495,38,Columbus,Baby,19,Bo,31,5,937.13,454.2,1,24.6613157894737,187.426,722
1496,154,Columbus,Packaged food,41,Bo,79,11,1410.46,472.47,3,9.15883116883117,128.223636363636,538
1497,123,Denver,Shoes,34,Nilima,81,8,1221.9,887.76,15,9.93414634146342,152.7375,845
1499,376,Boston,Clothes,57,Bo,143,17,1563.43,679.9,3,4.1580585106383,91.9664705882353,718
1500,398,Columbus,Frozen food,56,Bo,160,28,1861.66,942.65,2,4.67753768844221,66.4878571428572,859
1501,105,Columbus,Alcohol,34,Bo,59,22,1138.04,586.13,2,10.8384761904762,51.7290909090909,770
1502,121,Columbus,Shoes,38,Bo,68,20,1243.42,652.24,9,10.2761983471074,62.171,756
1503,204,Columbus,Frozen food,39,Nilima,94,16,1494.6,706.32,3,7.32647058823529,93.4125,762
1504,4,Seattle,Beverages,3,Veina,4,2,308.39,715.9,7,77.0975,154.195,1149
1505,105,Boston,Baby,29,Bo,65,10,1089.26,548.56,10,10.3739047619048,108.926,607
1506,159,Seattle,Frozen food,37,Bo,69,21,1346.34,549.51,3,8.46754716981132,64.1114285714286,490
1507,286,Seattle,Shoes,43,Nilima,127,17,1585.94,757.46,1,5.54524475524476,93.2905882352941,691
1508,413,Seattle,Alcohol,57,Bo,131,50,1835.15,765.55,3,4.44346246973366,36.703,473
1509,35,Orlando,Baby,15,Moone,21,9,716.44,154.53,12,20.4697142857143,79.6044444444445,406
1510,202,Orlando,Shoes,37,Bo,90,35,1497.66,715.26,1,7.41415841584158,42.7902857142857,719
1511,310,Jersey,Pets,43,Bo,86,13,1765.74,894.34,4,5.69593548387097,135.826153846154,833
1512,29,Orlando,Baby,17,Moone,21,3,749.3,240.15,2,25.8379310344828,249.766666666667,505
1514,454,Columbus,Alcohol,53,Bo,134,20,1869.44,780.29,1,4.11770925110132,93.472,693
1515,193,Columbus,Baby,43,Bo,100,21,1491.21,637.04,8,7.72647668393782,71.01,501
1516,89,Boston,Frozen food,31,Nilima,50,13,1071.41,586.53,2,12.0383146067416,82.4161538461538,776
1517,42,Seattle,Fresh food,20,Veina,27,7,860.42,312.85,6,20.4861904761905,122.917142857143,595
1518,482,Columbus,Fresh food,52,Bo,168,38,1859.17,756.9,1,3.85719917012448,48.9255263157895,625
1519,140,Honolulu,Frozen food,40,Nilima,66,30,1195.95,448.27,7,8.5425,39.865,618
1520,25,Columbus,Baby,14,Nilima,19,6,681.03,443.14,38,27.2412,113.505,726
1521,91,Honolulu,Frozen food,35,Bo,53,13,1210.9,606.07,1,13.3065934065934,93.1461538461539,722
1522,124,Orlando,Shoes,24,Nilima,41,35,1075.2,471.26,2,8.67096774193548,30.72,610
1523,2,Columbus,Baby,2,Veina,2,2,346.91,148.73,17,173.455,173.455,595
1524,37,Columbus,Shoes,14,Veina,24,6,792.97,392.94,2,21.4316216216216,132.161666666667,623
1525,140,Seattle,Shoes,36,Bo,75,13,1305.79,613.49,1,9.32707142857143,100.445384615385,607
1526,339,Seattle,Shoes,53,Bo,143,31,2337.7,659.93,1,6.89587020648967,75.4096774193548,236
1527,89,Columbus,Baby,28,Veina,57,23,1049.69,429.77,7,11.7942696629213,45.6386956521739,549
1528,80,Columbus,Frozen food,26,Bo,42,9,1085.04,468.77,15,13.563,120.56,545
1529,26,Orlando,Packaged food,16,Bo,17,5,673.7,390.16,37,25.9115384615385,134.74,663
1530,73,Columbus,Frozen food,21,Nilima,42,10,1082.67,658.04,3,14.831095890411,108.267,835
1531,402,Boston,Bakery,45,Bo,139,42,1744.84,731.69,6,4.34039800995025,41.5438095238095,486
1532,269,Colorado Springs,Alcohol,41,Bo,104,29,1309.86,665.81,2,4.86936802973978,45.1675862068966,786
1533,34,Seattle,Baby,19,Bo,24,6,770.51,545.33,8,22.6620588235294,128.418333333333,876
1534,63,Colorado Springs,Alcohol,21,Bo,38,14,831.78,197.21,6,13.2028571428571,59.4128571428571,450
1535,104,Seattle,Bakery,32,Bo,63,14,1189.12,388.55,16,11.4338461538462,84.9371428571428,412
1536,30,Boston,Baby,17,Bo,19,10,746.81,159.79,1,24.8936666666667,74.681,236
1537,72,Orlando,Shoes,21,Medeia,38,20,1028.43,442.85,3,14.28375,51.4215,720
1538,186,Columbus,Packaged food,43,Bo,78,36,1588.22,788.09,6,8.53881720430108,44.1172222222222,677
1539,114,Boston,Clothes,27,Tanvi,54,15,1304.75,822.88,22,11.4451754385965,86.9833333333333,889
1540,214,Seattle,Shoes,44,Bo,97,33,1499.28,704.32,2,7.00598130841122,45.4327272727273,587
1541,200,Colorado Springs,Alcohol,35,Bo,84,31,1366.53,529.67,6,6.83265,44.0816129032258,584
1542,167,Columbus,Shoes,34,Bo,75,11,1297.08,513.4,4,7.76694610778443,117.916363636364,440
1543,40,Denver,Baby,21,Veina,26,18,917.99,383.31,1,22.94975,50.9994444444444,553
1545,517,Columbus,Baby,52,Bo,154,48,1698.86,622.33,1,3.28599613152805,35.3929166666667,329
1546,407,Seattle,Fresh food,47,Bo,104,41,1713.84,819.38,1,4.21090909090909,41.8009756097561,721
1547,216,Colorado Springs,Alcohol,47,Bo,102,11,1312.97,407.32,7,6.07856481481481,119.360909090909,363
1548,62,Jersey,Baby,25,Bo,44,11,1157.61,684.77,8,18.6711290322581,105.237272727273,834
1549,468,Columbus,Packaged food,44,Bo,183,34,1824.67,565.37,1,3.89886752136752,53.6667647058824,657
1550,103,Columbus,Packaged food,34,Bo,64,11,1102.04,438.63,2,10.6994174757282,100.185454545455,488
1551,54,Columbus,Baby,24,Bo,29,17,891.42,423.38,2,16.5077777777778,52.4364705882353,580
1552,3,San Diego,Baby,3,Veina,3,1,259.37,451.16,33,86.4566666666667,259.37,864
1554,121,Denver,Frozen food,39,Medeia,60,11,1276.54,389.89,1,10.5499173553719,116.049090909091,373
1555,401,Columbus,Alcohol,40,Bo,140,16,1580.44,736.74,2,3.94124688279302,98.7775,661
1557,161,Denver,Alcohol,44,Bo,83,10,1263.21,649.72,27,7.8460248447205,126.321,769
1558,411,Denver,Shoes,53,Veina,112,29,1770.21,762.69,5,4.3070802919708,61.041724137931,671
1559,195,Columbus,Packaged food,36,Bo,87,42,1459.68,616.54,1,7.48553846153846,34.7542857142857,584
1560,296,Columbus,Alcohol,48,Bo,129,34,1685.06,772.89,10,5.69277027027027,49.5605882352941,727
1561,8,Seattle,Pets,6,Akar,7,2,455.11,484.7,35,56.88875,227.555,799
1562,106,Orlando,Frozen food,30,Bo,55,17,1161.13,524.16,9,10.9540566037736,68.3017647058824,710
1563,111,Seattle,Alcohol,27,Nilima,60,18,1168.31,377.56,11,10.5253153153153,64.9061111111111,635
1564,542,Boston,Shoes,56,Bo,203,34,2233.85,1203.84,5,4.12149446494465,65.7014705882353,848
1565,243,Colorado Springs,Alcohol,50,Nilima,107,35,1577.9,782.13,2,6.49341563786008,45.0828571428571,625
1566,43,Columbus,Bakery,22,Nilima,23,7,955.53,296.14,7,22.2216279069767,136.504285714286,453
1567,128,San Diego,Shoes,38,Veina,82,19,1314.14,589.94,2,10.26671875,69.1652631578947,712
1568,57,Columbus,Baby,24,Nilima,32,14,965.35,501.01,6,16.9359649122807,68.9535714285714,786
1569,700,Seattle,Frozen food,60,Bo,242,75,2218.37,855.79,1,3.1691,29.5782666666667,477
1571,292,Jersey,Alcohol,44,Nilima,116,31,1575.33,672.98,2,5.39496575342466,50.8170967741935,427
1572,209,Boston,Baby,45,Bo,106,9,1420.78,621.37,15,6.79799043062201,157.864444444444,454
1573,99,Colorado Springs,Baby,35,Bo,47,26,972.25,487.45,4,9.82070707070707,37.3942307692308,699
1574,227,Orlando,Fresh food,38,Bo,78,28,1479.94,735.95,9,6.51955947136564,52.855,820
1575,436,Colorado Springs,Alcohol,58,Bo,189,20,1935.89,828.16,4,4.44011467889908,96.7945,494
