daysSinceFirstPurch,shoppingCartValue,gender,voucher,returned,boughtAgain
65,193.39,male,1,0,1
28,105.48,female,0,0,1
30,34.74,male,1,1,1
38,182.37,male,0,1,0
56,88.41,female,0,0,0
48,98.62,female,0,0,1
38,90.07,female,0,0,1
39,60.14,male,0,1,0
39,104.41,female,0,0,1
42,57.11,female,0,1,0
48,87.36,male,0,0,1
27,70.87,female,0,0,0
55,40.12,male,0,1,0
54,67.31,female,0,0,1
11,53.56,female,0,0,0
42,52.22,female,0,0,0
43,51.25,female,0,1,0
39,29.63,female,0,0,0
34,105.91,male,0,0,1
26,62.78,male,0,0,1
30,111.8,male,0,0,1
35,129.98,male,1,0,0
34,86.61,female,0,0,0
61,123.84,female,0,0,1
15,62.53,male,1,0,1
26,37.11,female,1,0,0
30,28.47,female,0,0,0
30,118.85,female,0,1,1
68,65.51,male,0,0,0
20,44.48,female,0,0,1
12,53.44,female,0,0,1
33,117.91,female,0,0,1
19,61.33,female,0,0,0
74,164.71,female,1,0,0
14,114.5,female,0,0,0
22,178.04,female,0,0,1
27,64.57,female,0,1,0
40,190.24,male,0,0,1
19,98.98,female,1,0,1
11,54.28,female,1,1,0
20,74.57,female,0,0,0
31,97.44,male,1,0,0
45,143.33,female,0,0,1
15,62.1,female,0,0,1
57,82.36,female,1,0,0
14,69.24,male,0,0,1
32,59.42,female,0,0,1
16,22.19,male,0,0,0
19,123.36,female,1,0,1
24,63.34,female,0,0,0
18,48.32,female,0,0,1
10,127.03,female,0,1,1
16,93.1,male,1,0,1
47,75.52,female,0,0,1
23,96.6,male,0,0,1
33,55.87,female,0,1,0
9,44.44,female,0,1,1
30,55.96,female,0,0,1
53,125.76,male,0,1,1
26,75.87,female,0,0,0
34,64.33,female,0,0,0
12,85.8,female,0,1,0
64,63.38,male,0,1,0
38,59.18,female,0,0,0
14,54.57,female,0,0,1
20,40.74,female,0,0,1
27,68.91,male,0,0,1
31,47.99,male,0,0,1
33,49.83,female,0,1,1
12,63.24,female,0,0,0
26,110.83,female,0,1,0
34,62.13,male,0,0,1
40,67.92,male,0,0,1
25,44.6,male,0,0,1
14,54.12,female,0,0,0
54,170.95,female,0,0,1
19,51.5,female,0,0,1
16,66.38,male,0,0,1
44,51.96,female,0,0,1
22,128.96,male,0,1,1
24,41.08,male,1,0,1
24,62.68,female,0,0,0
45,43.75,female,0,0,1
4,77.34,male,0,0,1
16,135.81,female,0,0,1
18,62.65,male,0,0,1
39,78.89,female,0,0,0
48,70.5,male,0,0,1
44,42.12,female,0,0,0
21,116.21,female,0,0,1
23,258.75,male,0,0,1
34,114.65,female,1,1,0
51,89.36,female,0,0,0
40,98.64,female,0,0,0
63,71.24,male,1,0,1
20,135.04,female,0,0,0
40,54.77,male,0,0,1
31,37.49,female,0,1,0
34,30.98,female,0,0,1
45,105.17,female,0,0,0
26,88.2,female,0,0,1
10,113.35,male,1,0,0
55,52.77,male,1,0,1
39,58.08,female,0,0,0
26,98.94,female,0,0,1
47,92.52,male,0,0,0
28,113.09,female,0,0,1
20,132.73,female,0,1,1
22,75.44,female,0,1,1
24,69.45,female,0,0,0
36,71.08,female,0,0,1
23,58.56,female,0,0,1
4,51.31,female,0,0,0
21,105.39,female,0,1,1
64,174.58,female,0,0,0
19,27.42,male,0,0,1
35,171.44,female,0,0,1
4,86.19,male,1,0,0
5,43.44,female,0,0,0
27,91.8,male,0,0,1
32,60.43,female,0,1,1
21,71.53,female,0,0,1
56,126.47,female,0,0,1
33,63.49,male,0,0,1
14,183.95,female,0,1,1
35,35.46,female,1,0,1
24,80.65,female,1,0,0
28,57.03,female,0,0,0
73,300.1,female,0,1,1
61,42.16,male,0,1,0
15,128.32,female,1,0,1
51,52.56,female,0,0,1
49,72.96,female,0,0,1
65,159.44,female,0,0,0
43,50.52,male,0,0,0
32,62.19,female,1,0,0
43,124.4,female,0,0,0
27,53.66,female,0,0,1
24,78.5,female,0,0,0
38,171.19,female,0,0,1
40,110.06,female,0,1,1
10,40.91,female,0,0,0
39,71.9,male,0,0,1
60,182.82,male,0,0,1
11,51.68,female,1,0,1
59,55.85,female,0,0,0
32,60.47,female,0,1,0
27,62.87,female,1,0,1
36,109.43,male,0,1,1
52,48.69,female,1,0,0
45,69.45,female,0,0,1
31,96.04,female,0,1,0
9,42.64,female,0,1,0
25,58.47,female,0,0,0
26,138.74,male,0,0,0
19,31.27,female,0,0,1
34,118.53,male,1,0,1
9,59.69,male,0,0,1
28,45.89,female,0,0,1
57,66.13,female,1,0,0
56,124.39,female,0,0,1
37,45.55,female,0,1,0
43,65.09,female,0,0,0
39,51.56,male,1,0,1
76,141.75,female,0,0,1
48,56.8,female,0,0,1
45,165.25,male,0,0,1
64,113.97,female,0,0,1
29,124.21,female,0,0,1
58,275.31,female,1,0,1
47,35.22,male,0,1,0
20,56.92,female,0,0,1
37,141.55,male,0,0,1
45,115.77,female,0,1,0
47,39.96,male,0,0,1
16,226.37,female,0,0,1
26,73.51,male,0,0,1
31,84.46,female,0,0,0
48,48.69,female,0,0,1
24,48.46,female,0,1,0
50,70.06,male,0,1,1
32,92.19,female,0,0,0
16,201.98,female,0,0,1
13,42.93,female,0,0,1
22,161.49,male,0,1,1
55,61.74,female,0,1,0
11,169.65,female,0,0,1
22,94.97,female,0,0,1
74,75.18,male,0,0,1
27,173.27,female,0,0,1
80,62.03,male,0,0,1
20,58.93,male,1,0,1
11,63.49,male,1,1,0
67,47.36,female,1,0,0
17,117.57,female,0,0,0
30,96.05,male,0,0,1
47,110.92,male,0,0,1
28,145.81,female,0,0,1
53,55.45,male,0,0,1
22,120.85,female,1,1,1
14,41.89,female,0,0,0
40,60.34,male,0,1,1
26,35.47,female,0,0,0
47,82.96,female,0,0,1
64,68.62,male,0,0,1
45,72.48,female,0,0,0
47,48.69,female,0,0,1
61,85.51,male,1,0,0
21,150.11,female,1,0,1
15,148.36,female,0,0,1
19,61.86,female,0,0,0
50,60.58,female,0,0,0
21,105.97,female,0,0,1
30,40.9,female,0,0,0
32,39.7,male,1,1,1
52,47.75,male,1,0,1
57,49.92,female,0,0,1
10,147.1,female,0,1,1
41,138.67,male,0,1,0
47,67.98,male,1,1,1
22,215.61,male,0,0,1
14,209.69,male,0,0,1
29,50.45,female,0,0,1
44,111.42,male,0,0,1
36,138.52,male,1,0,0
14,41.8,female,0,0,1
25,68.35,female,0,0,0
51,58.79,female,0,0,0
11,38.39,female,0,0,1
43,57.19,male,0,0,1
10,74.66,female,0,0,0
16,42.23,female,0,0,1
49,132.29,male,0,0,1
29,131.44,male,0,0,0
32,50.15,female,0,1,1
65,187.47,male,0,0,1
19,80.12,male,0,0,1
24,29.51,female,0,0,1
25,82.11,female,0,0,1
31,55.41,female,1,1,0
19,51.67,female,0,0,1
73,35.44,female,0,0,1
52,42.37,female,0,0,1
35,38.62,male,0,1,0
39,141.5,male,0,0,0
82,125.46,male,0,0,1
21,123.27,male,1,0,0
139,226.54,female,1,0,1
63,122.62,female,1,0,1
50,134.84,female,0,0,0
58,188.44,female,0,0,1
43,39.22,male,0,0,0
40,79.07,male,0,0,0
37,139.88,female,0,1,1
18,47.5,female,0,0,0
13,52.88,male,0,0,1
25,96.94,female,0,0,1
12,84.26,female,0,0,1
27,92.75,female,0,0,1
4,52.34,female,0,0,1
13,60.77,female,0,1,1
34,49.68,female,0,0,1
14,47.38,female,0,0,1
60,179.65,female,0,0,1
52,108.52,female,0,0,0
52,69.32,male,0,0,1
43,112.55,female,0,0,1
52,264.62,male,0,1,1
50,84.37,female,0,0,1
27,56.9,male,0,0,0
70,61.95,male,0,1,0
36,55.54,male,1,0,0
53,86.83,female,1,0,1
21,138.65,female,0,0,0
63,93.18,male,0,0,1
24,182.28,female,1,0,0
59,101.81,female,0,0,1
34,117.64,male,0,1,0
28,50.34,female,0,0,1
40,50.1,male,1,1,0
21,47.94,male,0,0,1
34,31,male,0,0,1
43,27.22,female,0,0,0
28,80.93,female,0,0,1
24,52.49,male,0,0,0
3,66.67,male,0,0,1
15,79.36,male,0,0,1
10,28.34,female,0,0,1
94,71.36,male,0,0,1
5,84.86,female,0,0,0
23,104.98,female,0,0,1
60,70.71,female,0,0,0
69,91.05,male,0,0,1
48,142.74,male,0,0,1
60,102.09,female,0,0,1
19,87.45,female,0,0,1
15,32.93,female,1,1,1
18,153.75,female,0,0,1
18,80.55,male,1,0,1
31,64.58,female,0,0,1
21,74.85,female,0,0,1
35,78.51,male,0,0,1
29,42.21,male,0,0,0
37,434.51,male,1,0,1
54,42.34,female,0,0,1
6,71.35,female,1,0,0
17,83.13,female,0,1,1
45,188.82,male,0,0,1
37,144.22,male,0,0,1
31,37.51,female,0,0,1
41,97.53,male,0,0,1
17,126,female,0,0,1
29,33.51,male,0,0,0
55,99.1,male,0,0,1
16,132.07,male,0,0,1
26,35.35,female,0,0,0
58,104.3,female,0,0,1
42,73.98,male,0,0,1
35,49.01,female,1,0,0
8,40.63,female,0,0,1
46,87.67,male,1,0,0
66,172.93,female,0,0,0
34,60.05,male,0,0,1
30,134.07,male,1,0,0
22,95.14,female,0,0,1
17,64.95,female,0,0,1
42,70.6,male,1,1,1
61,189.71,female,1,0,1
16,55.93,male,0,0,0
38,54.73,female,1,0,0
21,76.54,female,1,0,1
17,44.5,female,0,0,1
28,55.52,female,0,1,0
18,92.61,female,1,1,1
27,234.56,female,1,1,1
21,135.66,female,0,0,0
29,40.15,female,0,1,0
18,81.88,female,1,0,0
31,83.25,male,0,0,1
27,82.7,male,1,0,1
49,112.35,female,0,0,1
20,79.03,female,0,0,1
26,90.81,male,0,1,1
19,25.61,female,0,1,0
56,289.78,female,0,1,0
5,51.1,female,0,0,1
45,120.19,male,0,1,1
26,56.57,male,1,0,1
12,77.8,male,0,0,1
5,31.2,female,0,0,1
68,25.08,female,1,0,0
53,61.13,male,0,1,1
19,59.4,female,0,0,1
23,210.06,female,0,0,1
22,55.45,female,0,0,1
14,154.59,male,1,1,1
65,56.05,female,0,0,0
44,114.67,male,0,0,1
34,102.94,male,0,0,0
15,31.26,male,1,0,1
43,188.8,female,0,0,1
55,87.27,female,0,0,1
67,205.44,male,1,1,1
38,53.65,female,1,0,0
34,65.84,male,0,0,1
24,80.11,female,0,0,1
65,66,female,0,0,0
10,165.06,male,0,0,1
49,130.7,female,0,0,1
30,88.85,female,0,1,1
35,109.15,female,1,0,1
21,46,male,0,1,0
26,59.1,female,0,0,0
26,82.97,female,0,0,0
53,53.58,female,0,0,0
36,194.09,male,0,0,1
28,69.26,female,0,0,1
7,79.91,female,0,0,1
23,121.51,female,1,1,1
55,129.73,female,0,1,1
12,119.78,male,0,0,1
12,62.16,female,0,0,0
34,139.59,female,0,0,1
52,77.13,male,1,0,0
33,50.46,female,0,0,0
52,61.06,male,0,1,0
49,74.22,female,0,0,0
49,94.61,male,0,0,1
9,63.2,female,0,0,1
61,83.24,female,0,0,1
32,70.69,male,0,0,0
30,187.43,female,0,0,1
19,128.22,female,0,0,0
55,152.74,male,0,0,1
50,91.97,female,0,0,1
40,66.49,female,0,0,0
47,51.73,female,1,0,0
41,62.17,female,0,0,1
33,93.41,male,1,0,0
45,154.19,male,0,1,1
40,108.93,female,0,1,0
28,64.11,female,0,0,0
19,93.29,male,0,0,1
15,36.7,female,0,0,1
19,79.6,male,0,0,1
47,42.79,female,0,1,0
20,135.83,female,0,0,1
16,249.77,male,0,0,0
22,93.47,female,0,0,1
55,71.01,female,0,0,0
78,82.42,male,0,0,1
75,122.92,male,0,0,1
30,48.93,female,0,0,1
18,39.87,male,0,0,0
78,113.5,male,0,0,1
38,93.15,female,0,0,1
30,30.72,male,0,0,1
33,173.46,male,0,0,1
14,132.16,male,0,1,1
47,100.45,female,0,0,1
34,75.41,female,0,0,0
32,45.64,male,0,0,0
41,120.56,female,0,1,0
72,134.74,female,0,1,0
45,108.27,male,0,1,1
42,41.54,female,0,1,0
24,45.17,female,0,0,0
51,128.42,female,0,0,1
62,59.41,female,0,0,0
20,84.94,female,0,1,1
18,74.68,female,0,0,0
20,51.42,male,1,0,0
11,44.12,female,0,0,1
68,86.98,male,0,1,1
4,45.43,female,0,1,0
28,44.08,female,0,0,1
22,117.92,female,1,0,1
76,51,male,0,0,1
20,35.39,female,0,0,1
37,41.8,female,0,0,0
35,119.36,female,0,0,0
54,105.24,female,0,1,0
20,53.67,female,1,0,0
22,100.19,female,0,0,1
32,52.44,female,0,0,1
61,259.37,male,0,1,1
32,116.05,male,0,0,1
23,98.78,female,0,1,1
73,126.32,female,1,0,1
13,61.04,male,0,0,1
21,34.75,female,0,1,0
49,49.56,female,0,1,1
92,227.56,male,0,0,1
76,68.3,female,1,0,0
53,64.91,male,1,1,1
31,65.7,female,0,0,0
43,45.08,male,0,1,1
74,136.5,male,0,0,1
52,69.17,male,0,0,1
14,68.95,male,0,0,1
17,29.58,female,0,1,0
8,50.82,male,0,1,1
61,157.86,female,0,1,0
17,37.39,female,0,0,1
73,52.85,female,0,0,1
46,96.79,female,0,0,1
49,43.79,female,0,0,1
21,43.43,female,0,0,1
30,61.88,female,1,0,0
26,108.6,female,0,0,1
64,83,male,0,1,1
40,100.87,female,0,0,1
29,93.11,female,0,0,1
45,254.62,male,1,0,1
37,61.34,female,0,0,1
58,30.33,male,1,0,1
15,54.28,female,0,0,1
2,51.73,male,0,1,0
33,125.86,female,0,0,1
63,168.1,male,0,0,1
63,147.5,male,1,0,0
26,41.74,female,1,0,1
17,37.18,male,0,0,1
47,62.89,female,0,0,0
74,43.29,female,0,0,0
57,95.66,male,0,0,0
48,87.52,female,1,0,1
33,48.48,male,1,0,0
66,77.4,female,0,0,1
52,88.36,male,0,0,0
19,100.25,female,1,0,1
33,125.74,male,0,0,1
68,194.05,male,0,1,1
39,158.5,female,0,0,1
33,54.64,female,1,1,0
5,83.05,male,0,1,1
49,96.59,male,0,0,1
37,36.51,female,0,0,1
18,113.59,female,0,0,1
27,45.18,male,0,0,1
40,162.12,female,0,0,1
59,98.47,male,0,1,0
33,88.79,female,0,1,0
27,74.86,male,0,0,1
84,189.84,female,1,0,1
21,62.1,male,1,0,1
42,109.19,female,0,0,1
64,377.9,male,0,0,1
15,94.2,female,0,0,1
56,96.94,female,1,0,1
27,86.02,female,0,0,0
40,119.23,female,0,0,1
50,120.39,female,0,0,1
36,40.28,female,0,1,0
36,104.26,male,0,0,0
53,36.67,female,0,0,0
38,49.37,male,1,0,1
93,179.75,male,1,0,1
18,68.35,female,0,0,0
16,89.31,female,1,0,1
66,98.31,male,1,0,1
50,52.43,female,0,0,0
39,68.18,female,0,0,1
34,46.98,female,1,0,0
37,103.98,male,0,1,0
31,264.7,male,0,0,1
24,49.27,male,0,1,0
26,30.32,female,0,0,0
36,209.35,female,1,0,0
43,33.86,male,1,0,1
22,214.76,male,1,0,1
22,46.66,female,0,0,1
28,113.99,male,0,0,1
10,215.32,male,0,1,0
9,86.94,female,0,0,1
31,99.15,female,0,0,0
49,51.96,female,0,0,0
5,58.8,male,0,0,0
39,108.09,female,0,0,1
23,52.34,male,0,0,0
41,74.52,male,0,1,0
33,124.18,female,1,0,1
40,133.86,female,0,1,1
29,216.17,male,0,0,1
36,59.72,male,1,0,1
28,77.57,female,0,0,1
22,218.75,female,1,0,0
25,150.88,male,0,1,1
46,53.76,female,0,0,0
24,92.84,male,0,0,1
45,59.15,female,1,0,0
38,46.85,female,1,0,1
34,51.93,male,1,1,1
17,61.5,male,0,0,0
6,46.39,male,0,0,1
14,50.32,female,0,1,0
32,73.32,male,0,1,0
59,98.56,male,0,0,1
9,73.62,female,0,0,0
12,43.29,female,0,0,1
24,30.62,female,0,0,0
12,104.87,male,0,0,1
104,177.92,male,0,0,1
18,64.79,female,0,1,1
52,61.89,female,0,0,1
31,182.98,female,1,0,0
37,57.17,female,0,0,1
56,95.65,female,0,0,1
41,59,female,0,0,1
8,87.7,male,0,1,1
13,58.19,female,0,1,1
64,91.38,female,0,0,1
13,68.06,female,1,0,0
28,69.45,female,0,1,0
39,101.92,female,1,0,1
20,47.41,male,1,0,1
21,87.93,female,0,0,1
30,91.07,male,0,0,1
28,116.02,male,0,0,1
48,77.47,male,0,0,1
26,80.1,male,0,0,1
48,59.65,male,0,0,1
15,60.59,male,0,0,1
25,113.1,male,0,0,1
130,430.99,male,1,0,1
18,75.33,female,0,0,0
131,605.57,female,0,0,0
59,77.3,male,0,0,1
31,31.24,female,0,0,1
32,169.87,male,0,0,1
17,133,male,0,0,1
7,81.97,female,1,0,1
62,896.53,female,0,0,1
20,27.88,female,0,0,0
32,46.58,male,0,0,0
24,214.24,female,1,0,1
53,25.08,male,0,0,1
44,106.66,female,0,1,0
7,99.99,female,1,1,1
63,30.72,male,0,0,1
26,201.49,male,0,0,1
54,198.28,male,0,0,1
21,98.61,male,0,0,1
43,63.25,female,0,1,0
24,105.35,female,1,0,0
45,87.01,male,0,0,1
29,89.85,male,0,0,1
7,74.87,male,0,0,0
22,44.54,male,0,0,1
100,207.97,male,0,0,1
55,74.46,female,0,0,1
49,246.35,male,0,0,1
22,95.63,male,1,0,0
36,50.92,male,0,0,1
42,121.24,male,0,1,1
29,25.01,female,0,0,0
45,252.18,male,0,0,0
56,96.12,male,1,0,1
31,66.59,female,0,0,0
21,33.9,female,0,0,1
40,40.74,female,0,0,0
25,35,male,0,0,0
61,92.09,male,1,0,0
48,76.92,female,1,0,0
31,102.6,female,0,0,1
9,63.18,female,1,0,1
35,46.63,female,0,0,0
46,166.86,male,0,0,1
50,155.02,male,1,0,0
45,47.52,female,0,0,0
10,60.79,female,0,0,0
46,221.2,male,0,0,1
27,57.8,female,0,0,1
15,38.85,female,1,0,0
16,87.01,female,1,0,1
51,70.11,female,0,0,0
48,38.64,female,1,0,1
61,90.93,female,0,0,0
30,83.02,male,1,0,0
59,97.73,female,1,0,1
41,30.89,female,0,0,0
37,148.66,female,0,0,1
31,200.1,female,0,0,1
46,100.87,female,0,0,1
68,54.77,female,1,0,1
35,62.58,female,0,0,0
21,161.5,female,0,1,0
18,49.29,female,0,1,0
42,92.13,female,1,0,1
23,117.79,male,0,1,0
53,95.01,male,1,1,1
34,79.34,female,1,0,1
32,79.22,male,0,0,1
16,75.46,female,0,0,0
41,323.4,male,0,0,1
3,49.77,female,0,0,1
31,97.81,female,0,0,1
65,71.11,female,0,0,0
27,156.11,female,0,0,1
26,122.57,male,0,1,0
55,33.46,female,0,0,0
19,142.21,female,1,0,1
36,83.53,female,0,0,1
88,159.08,female,0,0,1
60,48.55,female,0,0,1
83,272.26,male,0,0,1
36,93.56,female,0,0,1
75,168.6,male,0,0,0
23,112.87,female,1,0,1
57,125.23,male,0,0,1
23,38.99,female,0,0,1
30,107.66,male,0,0,1
66,135.22,female,0,0,1
97,496.98,male,0,1,1
48,44.86,male,0,0,1
69,62.02,female,0,0,0
30,86.61,female,0,1,0
44,117.49,female,0,0,1
21,77.2,male,0,0,1
61,40.98,female,0,0,1
27,69.82,female,0,0,1
38,293.98,female,0,0,1
68,61.77,female,0,0,1
38,128.13,female,1,0,1
40,89.28,female,1,0,1
29,64.41,female,0,0,1
70,25.29,male,1,0,1
43,128.07,male,0,0,1
47,50.02,male,0,0,0
31,32.51,male,0,0,1
39,50.21,male,0,0,1
55,179.98,male,1,0,0
26,94.91,male,0,0,1
37,93.07,male,1,0,1
46,53.14,male,0,0,1
40,59.25,male,0,0,1
10,121.2,female,0,0,1
67,82.33,female,0,0,1
16,131.91,female,0,0,0
47,66.33,female,0,0,1
30,53.79,female,1,0,0
23,79.91,female,0,0,1
65,191.7,female,0,0,1
53,86.93,male,0,1,0
43,77.98,male,0,0,0
48,63.9,female,0,0,0
25,73.45,female,0,0,1
38,46.51,female,0,0,0
20,137.06,female,0,0,1
28,61.22,female,0,0,0
20,71.14,female,0,0,1
68,47.96,female,0,1,0
21,68.35,female,0,1,0
20,73.51,male,0,0,1
25,44.89,male,0,0,1
30,31.67,male,0,0,1
44,69.37,female,1,0,1
33,118.59,female,0,0,1
45,157.13,female,1,0,0
38,61.76,female,0,0,0
31,92.16,female,0,1,1
19,118.71,female,1,0,1
45,104.75,male,0,0,1
32,112.26,male,1,0,1
79,102.95,male,0,0,1
21,59.61,male,1,0,0
36,44.63,male,1,0,0
31,180.87,female,0,0,1
36,77.99,female,0,0,1
30,90.26,female,0,0,1
17,115.72,male,1,1,0
46,99.38,female,0,1,1
29,150.19,male,0,0,1
51,45.07,female,0,0,0
68,71.97,male,0,0,1
6,68.21,male,0,0,0
59,44.25,male,0,0,0
6,74.43,male,0,1,0
60,155.02,male,0,0,1
38,76.57,female,0,0,1
36,61.69,female,0,0,0
34,60.84,male,0,1,1
41,81.55,female,1,0,1
37,57.23,male,0,0,1
27,112.25,male,0,1,1
45,140.43,male,1,0,1
37,148.28,male,0,1,0
17,119.49,female,0,0,1
47,108.26,male,0,0,1
32,41.73,female,1,0,1
41,36.49,female,0,0,0
26,39.49,male,0,0,0
7,82.39,female,1,0,0
14,63.26,female,0,0,0
30,47.42,female,0,0,1
19,112.42,female,0,0,1
23,199.39,male,0,0,1
38,74.56,female,0,0,0
45,62.13,male,0,0,1
22,48.05,female,0,1,0
41,113.54,female,0,0,1
30,73.45,female,0,0,1
35,120.17,male,0,0,1
40,72.22,male,0,0,1
61,47.35,male,0,1,0
47,72.01,female,0,0,0
44,49.85,female,0,1,0
49,43.31,male,1,0,0
56,184.32,female,0,1,0
17,115.67,female,0,0,1
13,145.29,male,1,0,1
6,100.46,male,0,0,1
31,172.07,female,0,0,1
25,62.37,female,0,0,1
27,101.64,female,0,0,1
16,127.74,female,0,0,1
15,90.68,female,0,0,1
65,300.92,male,1,0,1
49,107.71,female,0,1,0
31,74.04,male,0,0,1
59,112.29,male,1,0,0
24,50.62,female,0,0,0
23,438.92,female,0,0,1
7,36.83,female,0,0,1
17,122.88,female,0,0,1
13,57.75,female,1,0,0
20,72.24,female,0,0,0
25,133.42,female,0,1,0
21,89.56,female,0,0,1
38,65.68,male,0,0,0
24,76.65,female,1,0,1
23,107.7,female,1,1,0
75,154.04,male,1,0,1
28,57.85,female,0,0,1
33,92.23,male,0,0,1
26,131.14,female,0,0,1
32,44.35,female,0,0,1
16,57.47,male,1,0,1
72,64.93,female,0,1,0
8,38.5,male,0,0,1
49,36.13,female,0,1,0
44,114.12,male,0,0,1
19,67.14,female,1,0,0
6,101.19,female,0,0,1
56,65.49,female,0,0,1
8,30.8,female,0,0,0
25,120.92,female,0,1,1
54,93.81,female,0,1,0
68,167.83,female,0,0,1
28,80.49,male,1,0,1
31,31.19,male,0,1,0
47,273.3,male,1,0,0
18,30.07,female,0,0,1
18,23.38,male,0,0,1
48,95.88,male,1,0,1
32,40.46,female,0,0,0
33,67.74,female,0,0,0
29,29.32,male,0,0,1
23,89.69,female,0,0,1
65,50.64,male,0,0,0
38,71.42,male,0,0,1
35,45.3,female,0,0,1
29,302.79,male,0,0,1
22,59.1,female,0,0,0
63,204.89,male,1,0,1
15,87.66,male,1,0,0
27,56.83,female,0,0,1
31,56.62,male,0,1,0
52,70.03,male,0,0,0
46,46.72,female,0,0,1
63,52.32,male,1,0,1
31,34.13,male,0,0,1
16,112.85,female,0,0,0
28,62.51,female,0,0,1
31,105.63,female,0,0,0
47,127.03,female,1,0,0
79,125.26,female,0,0,0
17,106.02,female,0,0,1
49,40.22,female,1,1,0
47,66.64,male,0,0,1
30,43.95,male,0,0,1
28,74.08,female,1,0,1
64,31.99,female,0,0,1
24,51.74,female,0,0,1
26,72.17,female,0,0,1
50,114.77,male,0,0,1
41,36.22,female,1,0,0
14,142.2,female,1,0,0
13,74.75,female,1,0,1
44,80.94,female,0,0,1
59,24.76,male,1,0,1
51,170.44,male,1,1,1
25,42.45,female,0,0,1
87,85.33,female,0,0,0
60,183.31,male,0,1,1
43,73.5,female,0,0,1
40,115.1,female,0,1,1
24,72.4,female,0,0,0
9,134.28,female,0,0,0
23,46.94,male,0,0,1
20,114.09,male,0,0,1
25,95.88,female,0,0,1
85,276.17,male,0,0,1
26,34.95,female,0,0,0
27,39.62,male,1,0,1
66,67.57,female,1,0,0
4,106.5,male,0,0,1
24,128.89,male,0,0,1
50,110.07,male,0,0,1
49,55.27,female,0,1,1
23,61.88,female,0,0,1
95,102.98,male,0,0,1
49,64.21,male,0,0,0
100,781.74,male,0,1,1
34,64.19,female,0,0,0
7,146.38,female,0,0,1
50,169.79,female,0,0,1
46,119.44,male,0,0,1
36,90.84,male,0,1,1
48,77.04,female,0,0,0
13,104.26,male,0,0,0
5,98.38,male,0,0,0
30,50.04,female,0,0,1
31,100.03,male,0,0,1
55,185.15,male,1,0,0
21,135.38,male,0,0,1
30,105.5,female,1,0,0
28,39.77,female,0,1,0
15,81.22,female,0,1,0
43,191.36,female,0,0,1
41,61.17,female,0,0,0
50,88.75,male,1,0,1
43,321.8,female,0,1,1
36,55.32,male,0,1,1
34,134.21,male,0,0,1
52,63.07,female,1,0,0
49,49.51,male,1,0,0
22,35.04,male,1,0,1
53,79.8,female,1,1,0
51,101.66,male,0,1,0
59,172.94,male,0,1,1
16,27.43,female,0,0,1
38,58.93,male,0,0,1
19,108.59,female,0,0,0
10,69.41,female,0,0,1
54,147.69,female,0,0,0
29,100.47,female,1,0,0
67,59.04,male,0,0,1
59,311.69,male,0,1,0
29,93.16,male,0,0,1
71,74.98,male,0,1,0
39,48.8,female,0,0,1
17,89.16,female,0,1,0
22,168.69,female,0,1,0
28,73.95,female,0,0,1
38,197.75,female,1,0,0
27,60.36,male,0,0,0
37,82.58,female,0,0,1
27,29,female,0,0,1
53,57.49,male,0,0,1
26,50.42,female,1,0,0
40,62.61,male,1,1,0
32,100.13,female,0,0,1
51,109.83,male,1,1,1
64,143.29,female,0,1,0
17,111.81,female,0,1,1
40,91.04,male,0,0,1
31,73.68,female,0,0,0
70,103.52,female,0,0,1
29,65.95,male,0,0,1
49,45.77,female,0,0,1
78,104.54,female,0,0,0
32,61.12,female,0,0,1
12,80.13,female,0,1,1
44,135.03,female,0,0,1
56,52.74,male,0,0,1
41,48.7,female,0,0,0
24,103.14,female,0,0,1
12,88.51,female,0,0,1
61,70.81,female,0,0,0
32,53.18,female,0,0,1
39,173.98,female,1,0,1
34,79.33,female,0,1,1
79,342.81,male,0,0,0
27,79.35,female,0,0,0
11,109.91,female,0,0,1
55,35.02,male,0,0,1
45,89.25,female,0,0,0
21,77.71,female,0,0,0
44,95.79,male,0,1,1
32,44.34,female,1,0,1
65,60.16,female,0,0,1
25,92.96,female,1,0,1
37,120.4,female,0,0,1
44,40.64,male,0,1,1
4,34.81,female,0,0,0
17,45.82,male,0,1,1
32,149.81,female,0,0,1
27,89.35,female,0,0,0
30,74.88,male,0,0,0
60,66.2,male,0,1,0
23,106.57,male,1,1,1
58,38.7,female,0,0,1
68,93.79,female,0,0,1
18,59.96,female,0,0,0
21,81.2,female,0,0,1
40,125.99,male,0,0,0
12,30.52,female,1,0,0
36,78.81,female,1,0,1
10,56.78,female,0,0,0
26,67.65,female,1,1,0
32,295.23,female,0,1,0
9,116.2,male,0,0,0
29,32.92,female,1,1,0
34,147.73,male,0,1,0
64,76.13,female,0,0,1
12,45.58,male,0,0,1
24,69.79,male,0,0,1
41,57.38,female,0,0,0
28,113.81,female,0,0,0
38,37.85,female,1,1,0
52,116.58,female,1,1,0
53,28.09,male,0,0,1
17,34.88,male,1,0,0
27,136.63,female,1,0,1
9,105.62,male,0,0,1
31,33.9,female,0,0,1
34,143.66,male,1,0,1
64,92.59,female,1,0,0
25,100.15,female,0,1,1
36,56.06,female,0,1,1
64,45.44,female,1,1,0
34,160.22,female,0,0,1
7,119.01,female,0,1,1
33,88.29,female,1,0,0
25,142.42,female,1,0,1
61,60.27,female,0,0,0
34,99.59,male,0,0,1
