customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder
1236,9,20,9,46.86,0.35,0.18,0.47,0,female,42,5.21,2.34,2.22
1237,11,35,19,55.1,0.02,0.59,0.48,0.48,male,30,5.01,1.57,3.18
1238,1,1,241,10.67,1,0,1,0,female,28,10.67,10.67,1
1239,3,6,43,37.12,0.36,0,0.2,0.4,female,33,12.37,6.19,2
1240,6,11,127,31.81,0.05,0,0.44,0.22,female,34,5.3,2.89,1.83
1241,7,22,35,42.79,0.01,0.72,0.5,0.11,female,41,6.11,1.94,3.14
1242,6,11,133,35.79,0.05,0.33,0.67,0,male,31,5.96,3.25,1.83
1243,4,8,96,28.49,0.08,0,0.43,0.43,male,35,7.12,3.56,2
1244,6,7,198,23.97,0.11,0,0.83,0.33,male,58,3.99,3.42,1.17
1245,10,26,64,39.48,0.05,0.5,0.59,0.09,female,51,3.95,1.52,2.6
1247,1,1,68,13.03,1,1,1,0,female,46,13.03,13.03,1
1248,2,6,127,35.87,0.16,0.6,0.6,0,female,43,17.93,5.98,3
1252,7,26,56,56.16,0.03,1,0.36,0,male,40,8.02,2.16,3.71
1253,19,36,40,62.75,0.25,0.53,0.3,0.4,female,46,3.3,1.74,1.89
1255,7,17,31,41.75,0.51,1,0.64,0,female,44,5.96,2.46,2.43
1257,1,1,209,21.11,1,0,0,1,female,55,21.11,21.11,1
1259,23,30,3,49.51,0.92,0.12,0.28,0.56,female,66,2.15,1.65,1.3
1261,7,13,203,32.73,0.07,0,0.73,0.18,female,28,4.68,2.52,1.86
1262,6,20,55,48.55,1,0,0.12,0,female,49,8.09,2.43,3.33
1263,9,17,24,46.4,0.25,0.43,0.29,0.21,female,38,5.16,2.73,1.89
1264,22,46,25,59.23,1,0.82,0.71,0,female,74,2.69,1.29,2.09
1265,9,17,171,36.18,0.62,0,0.36,0.36,female,47,4.02,2.13,1.89
1266,10,20,5,37.92,0.58,0.47,0.24,0.47,female,18,3.79,1.9,2
1267,22,46,77,61.16,0.22,0.24,0.29,0.37,female,68,2.78,1.33,2.09
1268,2,4,90,24.45,0.11,0,0,0.33,female,18,12.22,6.11,2
1269,2,4,337,24.49,0,1,0.67,0,female,69,12.24,6.12,2
1270,2,12,130,28.25,1,0.6,0.3,0,female,44,14.12,2.35,6
1271,9,20,135,42.12,0.17,0.24,0.47,0.35,female,34,4.68,2.11,2.22
1272,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,3,4,121,16.33,0.44,0,0.67,0.67,male,30,5.44,4.08,1.33
1274,3,4,200,24.55,1,0,0.67,0,male,62,8.18,6.14,1.33
1275,2,5,120,30.3,0.25,0,0.5,0,female,39,15.15,6.06,2.5
1276,6,11,40,34.33,0.05,0.33,0.44,0.56,male,44,5.72,3.12,1.83
1278,15,70,17,57.05,0.66,0,0.59,0.34,male,42,3.8,0.82,4.67
1279,9,13,80,47.73,0.4,0.91,0.18,0,female,38,5.3,3.67,1.44
1280,13,34,103,61.32,0.05,0.75,0.46,0.21,female,56,4.72,1.8,2.62
1281,7,7,112,34.39,0.69,0.33,0,0.33,female,37,4.91,4.91,1
1282,4,8,40,31.8,0,0.14,0,1,female,63,7.95,3.98,2
1283,8,13,24,35.29,0.21,0.55,0.36,0.09,male,33,4.41,2.71,1.62
1284,6,8,120,39.46,0.08,0,0.14,0.14,male,27,6.58,4.93,1.33
1285,3,7,67,37.63,0.44,0.67,0,0,female,25,12.54,5.38,2.33
1286,1,5,228,30.68,1,0.25,0.5,0,female,56,30.68,6.14,5
1288,1,2,275,25.28,0,1,0.5,0,male,46,25.28,12.64,2
1289,14,36,18,52.13,0.13,0.37,0.57,0.27,male,49,3.72,1.45,2.57
1290,1,1,230,19.33,1,0,0,1,female,24,19.33,19.33,1
1291,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,2,2,144,9.62,1,0,0,0.5,female,66,4.81,4.81,1
1293,2,2,85,14.34,1,0,0.5,0.5,female,36,7.17,7.17,1
1294,3,4,51,20.66,0.44,0,0.67,0.33,female,52,6.89,5.17,1.33
1296,2,4,67,27.69,1,0,0.33,0,female,34,13.85,6.92,2
1297,1,1,270,6.85,1,0,1,0,female,26,6.85,6.85,1
1298,1,1,216,9.95,1,0,0,0,female,31,9.95,9.95,1
1299,1,1,155,24.96,0,1,1,0,male,58,24.96,24.96,1
1300,1,7,335,34.3,0.25,0,0,0,female,52,34.3,4.9,7
1301,1,2,72,26.22,1,0,0.5,0,female,36,26.22,13.11,2
1302,1,2,296,19.85,0,1,0,0,male,60,19.85,9.93,2
1303,9,12,59,33.08,0.01,0.6,0.5,0.6,male,47,3.68,2.76,1.33
1304,2,4,62,12.72,0,1,1,0,male,18,6.36,3.18,2
1310,1,1,206,-4.15,1,0,0,1,female,27,-4.15,-4.15,1
1311,2,5,145,18.23,1,0,0.5,0,male,38,9.12,3.65,2.5
1312,3,6,144,14.94,1,0,0.2,0.8,male,26,4.98,2.49,2
1313,13,38,18,60.52,0.47,0.34,0.56,0.31,female,29,4.66,1.59,2.92
1315,3,4,122,31.52,0.44,0,0.33,0.67,male,51,10.51,7.88,1.33
1316,28,55,17,52.03,0.02,0.26,0.2,0.17,female,60,1.86,0.95,1.96
1317,7,25,50,62.26,0.04,0.43,0.33,0.43,female,33,8.89,2.49,3.57
1318,2,2,198,37.4,1,1,0.5,1,male,33,18.7,18.7,1
1319,14,42,50,60.33,0.08,0.23,0.2,0,male,32,4.31,1.44,3
1320,3,17,19,41.56,0.33,0.57,0.29,0,male,31,13.85,2.44,5.67
1321,1,1,118,23.02,1,1,1,0,female,61,23.02,23.02,1
1322,8,18,34,35.98,0.36,0.6,0.27,0.8,male,54,4.5,2,2.25
1323,10,20,14,54.49,0,0.88,0.71,0,female,38,5.45,2.72,2
1325,8,20,3,49.65,0.06,0.94,0.35,0,female,31,6.21,2.48,2.5
1327,2,5,21,24.92,0.25,1,1,0,female,23,12.46,4.98,2.5
1328,11,34,2,59.32,0.29,0.82,0.25,0.07,male,41,5.39,1.74,3.09
1329,4,18,2,51.96,0.07,0.27,0.53,0,female,58,12.99,2.89,4.5
1330,2,4,202,37.71,1,0.67,0.67,0,male,57,18.86,9.43,2
1332,4,16,27,47.39,0.59,0,0.38,0.54,male,33,11.85,2.96,4
1333,4,19,44,46.79,0.14,0.12,0.25,0,female,39,11.7,2.46,4.75
1334,12,34,2,60.83,0.15,0.07,0.43,0.43,female,43,5.07,1.79,2.83
1335,22,44,4,47.51,0.29,0.57,0.19,0.16,female,29,2.16,1.08,2
1336,4,12,70,40.62,0.16,0.6,0.2,0,male,42,10.15,3.38,3
1338,2,5,303,30.56,0.06,0.5,1,0,male,46,15.28,6.11,2.5
1339,28,50,16,74.39,0.04,0.83,0.4,0.12,male,40,2.66,1.49,1.79
1340,2,2,170,13.55,0.25,0,1,0,female,34,6.78,6.78,1
1342,6,7,159,31.24,1,0,0.83,0,male,65,5.21,4.46,1.17
1343,13,35,2,50.25,0.04,0.41,0.24,0.31,male,37,3.87,1.44,2.69
1344,20,42,67,52.62,0.21,0.8,0.37,0.43,female,32,2.63,1.25,2.1
1345,3,12,166,44.47,0.01,0.5,0.6,0,male,27,14.82,3.71,4
1346,4,8,25,45.04,0.18,1,0.29,0.29,male,36,11.26,5.63,2
1350,31,52,27,48.97,0.07,0.23,0.72,0.16,female,29,1.58,0.94,1.68
1351,7,17,184,43.27,0.08,0.64,0.07,0.07,female,31,6.18,2.55,2.43
1353,1,2,87,21.19,1,0,1,0,male,43,21.19,10.6,2
1354,1,2,287,5.24,0,0,1,0,female,65,5.24,2.62,2
1355,15,31,87,47.8,0.04,0.15,0.27,0.27,female,56,3.19,1.54,2.07
1356,7,16,50,37.84,0.09,0.62,0.69,0,male,47,5.41,2.37,2.29
1357,23,26,199,43.61,0.01,0.05,0.73,0.23,female,39,1.9,1.68,1.13
1358,4,5,131,42.74,0.56,1,0,0,male,31,10.69,8.55,1.25
1359,3,6,139,50.37,0.36,1,0.4,0,male,31,16.79,8.39,2
1360,1,1,341,11.08,1,0,0,0,female,21,11.08,11.08,1
1361,11,20,5,52.03,0.03,0.82,0.47,0,male,43,4.73,2.6,1.82
1362,16,30,5,55.13,0.01,0.52,0.6,0,female,36,3.45,1.84,1.88
1363,1,2,282,17.59,1,0,0,1,female,31,17.59,8.8,2
1364,7,7,76,28.39,0.11,0,0.17,0.67,male,23,4.06,4.06,1
1365,1,2,328,33.28,1,0.5,0,0,female,66,33.28,16.64,2
1366,10,42,26,54.66,0.26,0.14,0.26,0,female,53,5.47,1.3,4.2
1367,9,13,4,43.45,0.07,0.27,0.09,0,female,36,4.83,3.34,1.44
1368,10,24,64,50.49,0.36,0.6,0.2,0.35,female,39,5.05,2.1,2.4
1369,30,54,3,65.06,0.02,0.69,0.47,0.24,male,31,2.17,1.2,1.8
1373,3,6,73,37.69,0.36,1,0,0,female,76,12.56,6.28,2
1374,10,18,79,53.33,0.75,1,0.4,0.07,female,34,5.33,2.96,1.8
1375,3,4,63,36.08,0,1,0.33,0.67,male,32,12.03,9.02,1.33
1376,6,23,2,40.78,0.02,0.05,0.11,0.05,female,39,6.8,1.77,3.83
1377,7,17,118,42.95,0.41,0.5,0.43,0,male,49,6.14,2.53,2.43
1378,1,1,132,10.66,1,0,1,0,male,49,10.66,10.66,1
1379,1,1,221,21.03,1,0,0,0,male,28,21.03,21.03,1
1380,6,8,80,26.47,0.51,0,0.57,0,male,31,4.41,3.31,1.33
1381,1,1,208,5.98,1,0,1,0,female,45,5.98,5.98,1
1382,25,49,38,52.06,0,0,0.54,0.17,female,23,2.08,1.06,1.96
1383,6,14,104,32.65,0.44,0.83,0.58,0,male,56,5.44,2.33,2.33
1385,4,16,108,42.56,0,1,0.54,0.23,female,35,10.64,2.66,4
1386,10,19,46,50.56,0.14,0.81,0.19,0.12,female,62,5.06,2.66,1.9
1387,8,10,163,46.53,0.14,0.75,0.38,0,female,68,5.82,4.65,1.25
1389,11,23,76,60.4,0.28,0.74,0,0,male,36,5.49,2.63,2.09
1391,1,5,20,24.06,0.06,0.25,0.25,0,female,36,24.06,4.81,5
1392,6,8,99,35.83,0.02,0,0.57,0.29,female,28,5.97,4.48,1.33
1393,2,4,78,28.51,0,0,0.33,0,male,26,14.26,7.13,2
1394,1,1,71,13.17,1,0,0,0,male,29,13.17,13.17,1
1395,3,10,3,26.72,0.14,0.12,0.38,0,female,24,8.91,2.67,3.33
1396,8,10,127,38.09,0.14,0,0.25,0,female,20,4.76,3.81,1.25
1397,2,11,53,47.97,0,0.33,0.11,0,male,32,23.98,4.36,5.5
1398,2,2,209,15.82,0.25,0,0.5,0.5,male,51,7.91,7.91,1
1399,3,4,78,22.44,0.11,0,0.67,0.33,male,29,7.48,5.61,1.33
1400,2,8,33,40.91,0.02,0.43,0.57,0.14,male,33,20.45,5.11,4
1401,10,29,30,51.77,0.25,1,0.33,0,female,45,5.18,1.79,2.9
1402,2,2,309,25.95,0.25,0,0,0,female,42,12.97,12.97,1
1403,19,48,2,67.88,0,0.48,0.62,0.08,female,50,3.57,1.41,2.53
1404,6,14,22,49.37,0.56,0.75,0.25,0.08,male,26,8.23,3.53,2.33
1406,2,13,149,34.36,0.07,0.27,0.27,0,male,23,17.18,2.64,6.5
1407,19,44,2,60.19,0.01,0.22,0.41,0,female,62,3.17,1.37,2.32
1408,1,4,170,33.77,1,0.67,1,0,female,44,33.77,8.44,4
1409,9,14,25,48.9,0.17,0.58,0.42,0.17,male,18,5.43,3.49,1.56
1410,9,19,24,38.22,1,0.25,0.56,0,female,28,4.25,2.01,2.11
1411,2,4,72,21.02,1,0,0.33,0.67,female,35,10.51,5.25,2
1412,2,4,40,21.17,1,0.33,0.33,0,female,33,10.59,5.29,2
1413,20,44,39,51.5,0,0.62,0.05,0.14,female,32,2.58,1.17,2.2
1414,4,22,16,42.44,0.01,0.06,0.72,0.17,female,34,10.61,1.93,5.5
1415,1,1,194,1.59,1,0,1,1,male,32,1.59,1.59,1
1416,14,16,9,41.54,0.09,0.77,0.54,0.31,female,34,2.97,2.6,1.14
1417,2,2,201,22.06,1,0,0,1,male,57,11.03,11.03,1
1418,1,1,166,9.17,1,0,1,0,female,38,9.17,9.17,1
1419,4,6,7,28.43,0.16,0.6,0.6,0.4,female,39,7.11,4.74,1.5
1420,11,68,35,50.47,0.01,0.23,0.75,0.16,female,31,4.59,0.74,6.18
1421,9,28,59,38.73,0,0.3,0.04,0.09,female,26,4.3,1.38,3.11
1422,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,4,7,127,25.74,0.11,0,0.83,0.33,female,51,6.43,3.68,1.75
1425,1,5,68,18.54,1,0,0,0,male,52,18.54,3.71,5
1426,1,2,236,13.72,0,0,0,1,male,49,13.72,6.86,2
1428,7,14,13,50.43,0.03,0.83,0.58,0.17,female,57,7.2,3.6,2
1429,4,11,121,43.98,0.2,0.56,0,0,male,33,10.99,4,2.75
1431,10,17,63,36.83,0.02,0.14,0.57,0.21,male,48,3.68,2.17,1.7
1432,7,16,169,36.59,0.29,0.38,0.62,0,female,27,5.23,2.29,2.29
1433,1,4,352,17.9,0,0,0.33,0,female,54,17.9,4.47,4
1434,1,4,342,21.51,0.11,0,0,0,male,30,21.51,5.38,4
1436,22,25,14,42.2,0.11,0.14,0.86,0.05,male,47,1.92,1.69,1.14
1437,1,2,350,24.85,0.25,0,1,0,male,38,24.85,12.43,2
1438,3,5,183,11.13,1,0,0.75,0.25,male,26,3.71,2.23,1.67
1439,2,5,127,13.82,0,0,1,0.5,male,29,6.91,2.76,2.5
1440,9,12,0,58.39,0.16,0.7,0,0.3,male,18,6.49,4.87,1.33
1441,3,4,4,19.76,0.44,0,0.33,0,female,42,6.59,4.94,1.33
1443,7,8,3,36.24,0.73,0.43,0.57,0.43,male,48,5.18,4.53,1.14
1444,1,2,206,-0.58,1,0,0.5,0.5,female,41,-0.58,-0.29,2
1445,1,2,286,4.88,1,0,0,1,male,52,4.88,2.44,2
1447,3,12,291,34.82,0.01,0.4,0.4,0,male,46,11.61,2.9,4
1448,3,4,109,24.58,1,0,0,0.67,female,50,8.19,6.14,1.33
1449,4,7,75,17.93,0.44,0,0.67,0.33,male,58,4.48,2.56,1.75
1451,1,1,191,6.88,1,0,0,1,male,33,6.88,6.88,1
1452,14,16,205,37.45,0.15,0,1,0,female,52,2.68,2.34,1.14
1453,7,25,71,46.98,0.66,0.29,0.67,0.1,male,57,6.71,1.88,3.57
1454,1,1,354,19.62,1,0,1,0,female,27,19.62,19.62,1
1455,2,4,193,27.98,0.44,0.33,0.33,0,male,28,13.99,7,2
1456,2,2,45,14.79,1,0,0,1,female,26,7.39,7.39,1
1457,3,5,142,28.31,1,0,0.25,1,male,32,9.44,5.66,1.67
1458,4,5,94,26.16,0.06,0,0,1,male,50,6.54,5.23,1.25
1459,9,20,16,62.54,0.35,1,0.35,0,female,32,6.95,3.13,2.22
1462,3,4,100,22.89,1,0,0.33,0,male,69,7.63,5.72,1.33
1464,1,2,302,18.16,0.25,0,0.5,0,male,58,18.16,9.08,2
1465,3,4,273,14.12,0.44,0,0.33,0.67,female,45,4.71,3.53,1.33
1467,1,2,179,18.8,1,0,0,0,male,31,18.8,9.4,2
1468,4,6,105,27.69,0.16,0.4,0.4,0.4,female,27,6.92,4.62,1.5
1469,1,2,72,4.5,1,0,0,1,male,51,4.5,2.25,2
1470,3,5,217,34.98,0.06,1,0.5,0.25,female,20,11.66,7,1.67
1471,1,1,196,1.06,1,0,1,1,female,57,1.06,1.06,1
1472,1,1,324,6.31,0,0,1,1,male,36,6.31,6.31,1
1473,2,5,173,32.52,0.25,0,0.5,0,female,53,16.26,6.5,2.5
1474,1,1,130,32.5,1,1,0,0,female,50,32.5,32.5,1
1475,6,22,33,30.4,0.01,0.39,0.67,0,male,34,5.07,1.38,3.67
1477,7,12,38,44.48,0.09,0.5,0.3,0.6,male,44,6.35,3.71,1.71
1478,1,4,136,28.13,0.11,0,0.67,0.33,male,27,28.13,7.03,4
1480,1,2,146,14.24,1,0,0.5,0,female,64,14.24,7.12,2
1482,4,6,39,30.43,0.64,0.6,0.2,0,female,57,7.61,5.07,1.5
1483,6,10,52,30.97,0.06,0,0.12,0.88,female,48,5.16,3.1,1.67
1484,3,5,194,32.7,0.25,0.5,0,1,male,58,10.9,6.54,1.67
1485,7,11,49,37.47,1,0.22,0.11,0.22,male,21,5.35,3.41,1.57
1486,1,5,346,21.39,0.25,1,0.5,0,male,26,21.39,4.28,5
1487,1,1,187,8.54,1,0,0,0,female,38,8.54,8.54,1
1488,2,2,99,18.45,0,0,1,0.5,female,34,9.22,9.22,1
1489,8,19,30,35.33,0.19,0.12,0.44,0.56,male,40,4.42,1.86,2.38
1490,11,17,0,48.34,0.51,0.07,0.29,0,male,38,4.39,2.84,1.55
1491,8,11,47,30.2,0.31,0.11,0.56,0,male,63,3.77,2.75,1.38
1492,2,5,213,18.38,0.06,0,0.75,0.25,male,30,9.19,3.68,2.5
1493,19,32,40,63.17,0.6,0.44,0.19,0.11,female,42,3.32,1.97,1.68
1497,4,8,207,41.81,0.18,0.29,0.43,0,female,43,10.45,5.23,2
1498,7,12,62,34.77,0.64,0,0.5,0.1,male,31,4.97,2.9,1.71
1499,2,7,70,28.72,0.44,0.17,0.67,0.33,male,43,14.36,4.1,3.5
1500,2,4,43,30.78,0.11,0.33,0,0.33,female,44,15.39,7.7,2
1501,6,11,79,32.2,1,0.56,0.89,0,female,36,5.37,2.93,1.83
1502,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,6,14,127,63.29,0.03,0.42,0.17,0.42,male,42,10.55,4.52,2.33
1504,2,2,52,32.69,1,1,1,0,female,41,16.34,16.34,1
1505,1,1,141,5.28,1,0,1,0,male,52,5.28,5.28,1
1506,2,2,296,35.87,0.25,1,0,0,female,50,17.93,17.93,1
1507,1,1,216,4.88,0,0,0,1,male,35,4.88,4.88,1
1508,7,16,52,47.72,0.21,0.69,0.62,0.08,female,35,6.82,2.98,2.29
1509,20,34,2,51.67,0.01,0.25,0.25,0.18,female,44,2.58,1.52,1.7
1511,1,2,297,13.46,1,0,1,0,female,49,13.46,6.73,2
1514,4,14,12,30.8,0.25,0,0.83,0,male,45,7.7,2.2,3.5
1515,32,59,4,54.72,0.05,0.37,0.76,0,female,46,1.71,0.93,1.84
1517,3,4,76,24.71,1,0,0.33,0.67,female,59,8.24,6.18,1.33
1518,2,2,302,37.39,0.25,1,1,0,male,45,18.7,18.7,1
1519,1,1,165,6.76,1,1,1,0,male,34,6.76,6.76,1
1520,7,13,30,51.19,0.03,0.73,0,0.27,male,33,7.31,3.94,1.86
1521,18,40,39,56.57,0.3,0,0.15,0.55,female,46,3.14,1.41,2.22
1522,3,5,26,21.68,0,0,0.75,0,male,43,7.23,4.34,1.67
1523,3,10,131,54.63,0.02,0.75,0.75,0.62,male,28,18.21,5.46,3.33
1524,2,6,226,44.09,1,0.6,0.2,0,male,20,22.05,7.35,3
1525,1,1,200,-3.1,1,0,1,1,male,18,-3.1,-3.1,1
1526,1,1,232,17.99,0,1,1,0,male,63,17.99,17.99,1
1527,15,31,11,64.37,0.07,0.81,0.5,0.12,male,38,4.29,2.08,2.07
1529,11,22,16,55.7,0.11,0.67,0.61,0,male,50,5.06,2.53,2
1530,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,1,4,138,16.2,0.11,0,1,1,female,42,16.2,4.05,4
1533,2,5,189,27.59,0,0.5,0.75,0,male,38,13.8,5.52,2.5
1534,15,61,2,65.71,0.22,0.61,0.39,0,female,30,4.38,1.08,4.07
1535,2,2,39,36.19,0.25,1,0.5,1,male,46,18.09,18.09,1
1536,2,2,346,13.74,0.25,0,1,0,female,39,6.87,6.87,1
1537,1,1,304,29.77,1,1,1,0,female,37,29.77,29.77,1
1538,3,7,135,31.41,0.25,0.67,0.83,0,male,62,10.47,4.49,2.33
1540,3,5,91,28.59,0.25,0.25,0.75,0,female,27,9.53,5.72,1.67
1541,1,1,17,17.52,1,0,0,0,male,45,17.52,17.52,1
1542,1,1,260,3.94,1,0,0,0,male,21,3.94,3.94,1
1543,4,7,8,30.27,1,0.5,0.17,0.5,female,22,7.57,4.32,1.75
1544,6,11,122,40.69,0.11,0,0.56,0.44,female,27,6.78,3.7,1.83
1545,7,11,153,25.28,0.6,0.11,0,1,female,36,3.61,2.3,1.57
1546,4,8,27,39.48,0.73,0.71,0.86,0,male,51,9.87,4.93,2
1548,8,8,44,34.24,0,0,0.57,0.29,female,25,4.28,4.28,1
1549,1,1,348,14.3,1,0,1,0,male,50,14.3,14.3,1
1550,4,8,88,49.67,0.33,1,0.29,0.71,male,28,12.42,6.21,2
1551,3,4,59,42.98,1,0.67,0.33,0.33,male,43,14.33,10.74,1.33
1553,9,16,123,47.52,0.72,0.38,0.31,0.15,male,51,5.28,2.97,1.78
1554,6,13,91,55.74,0.03,0.55,0,0,female,33,9.29,4.29,2.17
1555,18,25,49,56.11,0.01,0.67,0.43,0.14,female,29,3.12,2.24,1.39
1556,2,5,62,34.42,0.56,0.25,0.75,0.25,male,43,17.21,6.88,2.5
1558,28,72,1,60.65,0.15,0.4,0.55,0,male,44,2.17,0.84,2.57
1560,28,38,36,48.27,0.02,0.06,0.53,0.16,female,37,1.72,1.27,1.36
1561,3,5,68,26.49,1,0,0.25,0,female,49,8.83,5.3,1.67
1562,3,6,90,19.39,0.36,0.8,0.4,0.6,female,28,6.46,3.23,2
1563,4,24,87,50.43,0.04,0,0.6,0.1,male,18,12.61,2.1,6
1564,1,1,185,10.36,1,0,0,0,female,44,10.36,10.36,1
1565,1,1,48,2.75,1,0,0,0,male,36,2.75,2.75,1
1567,8,19,9,43.97,0.39,0,0.38,0.62,male,35,5.5,2.31,2.38
1568,12,22,9,44.1,0.11,0.22,0.11,0.17,female,29,3.68,2,1.83
1569,8,23,50,40.15,0.1,0.32,0.47,0,female,48,5.02,1.75,2.88
1571,6,7,303,37.24,0.03,0,1,0,female,49,6.21,5.32,1.17
1572,1,1,208,4.72,1,0,0,1,male,40,4.72,4.72,1
1573,2,2,101,24.93,0.25,0,0.5,1,male,40,12.46,12.46,1
1574,2,12,32,30.31,0.09,0,0.4,0,male,24,15.15,2.53,6
1576,22,35,23,61.53,0.02,0.45,0.07,0.48,male,33,2.8,1.76,1.59
1577,13,14,76,49.76,0.01,0.83,0.42,0.33,female,49,3.83,3.55,1.08
1578,4,7,6,40.45,0,0.83,0.17,0.17,female,39,10.11,5.78,1.75
1580,7,18,18,34.84,0.07,0,1,0,male,42,4.98,1.94,2.57
1581,1,2,242,26.82,0,1,0.5,0,female,20,26.82,13.41,2
1582,9,19,73,50.5,0.32,0.19,0.5,0.06,male,28,5.61,2.66,2.11
1583,7,8,200,35.31,1,0,0.57,0.43,male,66,5.04,4.41,1.14
1584,3,6,194,25.87,1,0,0,0.2,male,32,8.62,4.31,2
1585,2,6,199,46.07,0.04,0.4,0.4,0,male,30,23.04,7.68,3
1586,1,1,322,4.3,1,0,1,0,female,34,4.3,4.3,1
1587,10,25,84,45.29,0.11,0,0.43,0.71,male,34,4.53,1.81,2.5
1588,1,1,200,5.05,1,0,1,0,female,32,5.05,5.05,1
1589,16,38,23,55.4,0,0.84,0.62,0.12,female,37,3.46,1.46,2.38
1590,1,1,111,-2.9,1,0,0,0,female,47,-2.9,-2.9,1
1591,6,17,43,34.42,0.13,0,0.43,0,male,33,5.74,2.02,2.83
1592,8,14,50,44.83,0.03,0.83,0.75,0.08,female,37,5.6,3.2,1.75
1593,2,8,113,51.75,0.33,1,0.14,0.57,female,26,25.88,6.47,4
1594,1,4,160,21.25,0.11,0,0.33,0.67,female,48,21.25,5.31,4
1595,2,5,216,34.7,1,1,0.25,0,male,57,17.35,6.94,2.5
1596,9,14,3,39.32,0.56,0,0.92,0.08,male,48,4.37,2.81,1.56
1597,11,26,1,61.34,0.03,0.64,0.23,0,male,30,5.58,2.36,2.36
1598,1,2,38,11.75,1,0,1,0,male,30,11.75,5.88,2
1600,3,5,123,36.11,0.25,0.5,0.5,0.5,male,20,12.04,7.22,1.67
1601,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,2,4,251,16.19,0.44,0,0,1,female,18,8.1,4.05,2
1603,7,7,11,24.74,1,0,0.83,0.17,female,29,3.53,3.53,1
1604,3,4,93,19.22,1,0,1,0,female,51,6.41,4.8,1.33
1606,10,23,29,59.73,0.22,0.68,0.89,0,male,50,5.97,2.6,2.3
1607,2,28,114,39.25,0.27,0,0.74,0,male,50,19.62,1.4,14
1608,1,6,3,27.89,0.36,0,1,0,female,42,27.89,4.65,6
1609,6,6,52,23.92,0.04,0.2,0,0.6,male,54,3.99,3.99,1
1610,1,2,63,22.46,0,0.5,0,0,female,36,22.46,11.23,2
1611,1,2,217,8.95,0.25,0,0,0,male,49,8.95,4.47,2
1612,8,10,53,30.76,0.02,0.12,0.5,0.38,male,30,3.85,3.08,1.25
1613,3,7,10,26.66,0.69,0,0.83,0,male,45,8.89,3.81,2.33
1614,12,40,112,51.64,0.16,0.52,0.39,0.18,female,50,4.3,1.29,3.33
1615,4,7,28,24.99,0.25,0,0.5,0,male,40,6.25,3.57,1.75
1616,1,2,36,20.31,1,1,0,0,male,63,20.31,10.15,2
1617,9,12,31,24.76,0.09,0.1,0.9,0,male,28,2.75,2.06,1.33
1618,6,11,294,28.33,0,0.33,0.44,0,male,57,4.72,2.58,1.83
1619,1,1,335,16.05,1,1,1,0,male,38,16.05,16.05,1
1622,3,34,71,54.4,0.02,0.29,0.57,0.18,male,38,18.13,1.6,11.33
1623,9,13,34,40.46,0.07,0,0.82,0.09,male,47,4.5,3.11,1.44
1624,9,30,3,53.23,0.41,0.36,0.44,0.08,female,40,5.91,1.77,3.33
1625,4,6,87,37.23,1,1,0.8,0,female,49,9.31,6.2,1.5
1626,7,8,40,42.45,0.18,0.43,0.57,0.29,female,53,6.06,5.31,1.14
1627,3,6,124,27.2,0.64,1,0.6,0,male,38,9.07,4.53,2
1628,4,7,154,20.63,1,0,0.33,0.5,female,76,5.16,2.95,1.75
1629,23,78,14,72.39,0.05,0.72,0.18,0,male,48,3.15,0.93,3.39
1630,3,4,240,42.24,0.11,1,0.33,0,female,18,14.08,10.56,1.33
1632,4,5,108,25.59,0.56,0,0.5,0,male,62,6.4,5.12,1.25
1633,14,22,71,47.93,0.69,0.17,0.78,0,female,51,3.42,2.18,1.57
1634,1,2,179,0.15,0.25,0,0.5,0.5,female,27,0.15,0.08,2
1635,11,18,12,51.72,0.22,0.87,0.53,0,male,38,4.7,2.87,1.64
1637,10,25,76,49.1,0.18,0.24,0.24,0.24,male,39,4.91,1.96,2.5
1639,6,7,48,33.87,1,0.5,0.33,0.33,male,30,5.64,4.84,1.17
1640,4,22,47,46.78,0.37,0.39,0.17,0.44,female,48,11.7,2.13,5.5
1641,4,7,51,27.7,0.44,0,0.5,0,female,27,6.92,3.96,1.75
1642,3,5,50,19.57,0.25,0.25,1,0,female,49,6.52,3.91,1.67
1643,6,12,71,46.77,0.16,0.6,0.2,0,male,57,7.8,3.9,2
1644,4,6,82,39.72,1,0.8,0.6,0,male,61,9.93,6.62,1.5
1645,6,6,39,34.87,0.36,0.8,0.6,0.4,female,47,5.81,5.81,1
1647,1,2,54,5.06,1,0,1,0,female,38,5.06,2.53,2
1648,1,4,219,19.19,1,0.67,0,1,female,23,19.19,4.8,4
1649,3,6,1,22.59,1,0.2,0.6,0,female,25,7.53,3.77,2
