customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder,futureMargin
1152,8,11,30,49.68,0.11,0.67,0.33,0.22,male,29,6.21,4.52,1.38,46.68
1153,2,2,0,31.81,0,1,1,0,female,41,15.9,15.9,1,41.96
1154,3,10,18,37.2,0.14,0.38,0.12,0.88,female,41,12.4,3.72,3.33,39.93
1155,2,4,261,16.44,1,0,0,0.67,male,27,8.22,4.11,2,16.98
1156,3,4,137,18.3,0.44,0,0.67,0.33,female,34,6.1,4.58,1.33,9.6
1157,1,1,91,12.24,1,0,0,0,female,19,12.24,12.24,1,34.24
1158,2,4,70,17.62,0.44,0,0,1,male,50,8.81,4.41,2,5.81
1159,4,13,51,36.66,1,0,0.27,0.64,male,28,9.16,2.82,3.25,32.31
1160,4,8,6,31.2,0.51,1,0.71,0,male,38,7.8,3.9,2,28.11
1161,1,1,309,4.64,1,0,1,0,female,18,4.64,4.64,1,7.66
1162,6,6,112,26.47,0.64,0,0.2,0.2,male,18,4.41,4.41,1,46.6
1163,2,5,281,38.57,0.25,0.25,0.75,0,female,50,19.29,7.71,2.5,48.39
1165,2,2,69,22.22,0.25,0,1,0,female,23,11.11,11.11,1,41.15
1166,4,6,7,22.1,0,0,0.6,0.4,female,59,5.53,3.68,1.5,18.38
1167,6,7,134,29.81,0.03,0,0.67,0.33,female,30,4.97,4.26,1.17,29.69
1168,2,4,65,28.55,0.11,0.33,0.67,0,female,40,14.28,7.14,2,41.83
1170,11,18,67,45.34,0.22,0.27,0.2,0,female,24,4.12,2.52,1.64,61.63
1171,4,14,4,40.42,0.17,0,0.08,0.58,female,33,10.11,2.89,3.5,52.67
1172,3,4,23,38.93,0.11,0,0,0.67,male,23,12.98,9.73,1.33,24.29
1173,1,1,319,6.72,1,0,1,0,male,47,6.72,6.72,1,35.46
1174,2,6,272,23.7,0.36,0,0.8,0,male,18,11.85,3.95,3,28.55
1175,3,6,20,39.5,0.36,0.6,0.4,0,male,58,13.17,6.58,2,43.88
1176,30,41,1,54.07,0.25,0.18,0.38,0.24,male,40,1.8,1.32,1.37,63.77
1177,3,7,41,27.67,0,0.33,0.17,0.33,female,22,9.22,3.95,2.33,47.26
1179,2,4,100,22.35,1,0,0,0.33,male,39,11.18,5.59,2,22.46
1180,13,18,32,46.67,0.36,0.87,0.87,0.07,female,56,3.59,2.59,1.38,51.89
1181,3,16,100,46.25,0.01,0.38,0,0.69,male,24,15.42,2.89,5.33,31.4
1182,2,5,81,35.32,1,1,0.5,0.5,male,22,17.66,7.06,2.5,32.92
1184,3,6,186,24.48,0.04,0.2,0.8,0.2,female,77,8.16,4.08,2,60.07
1185,1,2,192,17.88,1,0,0,1,male,28,17.88,8.94,2,0
1186,3,8,38,36.99,0.18,0.14,0.43,0,male,29,12.33,4.62,2.67,50.04
1187,1,2,73,27.22,1,1,0.5,0,female,28,27.22,13.61,2,58.23
1188,3,4,21,23.78,1,0.33,0.67,0.33,male,41,7.93,5.95,1.33,49.57
1189,8,25,34,57.95,0,0,0.19,0.57,female,30,7.24,2.32,3.12,32.52
1190,4,6,43,28.21,0.36,0,0.6,0.2,male,47,7.05,4.7,1.5,35.07
1191,1,5,90,19.68,0.06,0,0,0,female,59,19.68,3.94,5,27.97
1192,15,22,2,44.05,0.89,0.11,0,0.11,female,34,2.94,2,1.47,41.64
1193,3,10,140,18.94,0.06,0,0.38,0.62,male,33,6.31,1.89,3.33,17.07
1194,8,14,50,30.52,0.25,0,0.17,0.58,male,35,3.82,2.18,1.75,31.72
1196,4,12,52,39.27,0.25,0.3,0.7,0.2,male,25,9.82,3.27,3,55.98
1197,3,6,27,39.25,0.04,0.2,0.2,0,female,33,13.08,6.54,2,32.69
1198,4,5,19,38.27,0.25,0.5,0.75,0.25,male,28,9.57,7.65,1.25,52.72
1199,12,14,27,40.52,0.25,0.42,0.33,0.08,male,22,3.38,2.89,1.17,42.01
1200,11,18,37,46.04,0.22,0.53,0.53,0.33,male,33,4.19,2.56,1.64,23.49
1201,8,10,160,35.95,0.77,0.12,0.62,0.25,female,48,4.49,3.6,1.25,44.63
1202,4,5,19,17.21,0.06,0,0.75,0.25,female,56,4.3,3.44,1.25,34.98
1203,3,5,102,16.82,0.56,0,0,1,female,38,5.61,3.36,1.67,25.28
1204,16,36,28,50.5,0.25,0.9,0.27,0.1,male,32,3.16,1.4,2.25,55.22
1206,2,2,16,22.34,0.25,0.5,1,0,male,53,11.17,11.17,1,30.33
1207,13,14,15,43.81,0.69,0.08,0.67,0.42,male,34,3.37,3.13,1.08,27.59
1208,1,2,180,17.91,1,0,0,0,male,31,17.91,8.96,2,22.42
1209,18,36,66,59.66,0.22,0.47,0.07,0.33,male,26,3.31,1.66,2,59.41
1210,1,2,300,11.7,1,0,0.5,0,male,32,11.7,5.85,2,46.62
1211,3,5,178,25.04,0.25,0.75,0,0,female,30,8.35,5.01,1.67,29.26
1212,7,10,12,30.03,0.14,0.12,0.75,0.12,male,55,4.29,3,1.43,40.43
1213,9,13,2,40.82,0.13,0.27,0.82,0,female,32,4.54,3.14,1.44,51.91
1214,7,8,59,52.54,0.18,0.71,0.29,0,male,33,7.51,6.57,1.14,33.79
1215,2,4,309,21.34,0.11,0,1,0,female,46,10.67,5.34,2,22
1216,8,16,18,56.2,0.05,0.77,0.23,0.23,male,44,7.03,3.51,2,62.56
1217,6,13,18,27.83,0.3,0,0.45,0,male,56,4.64,2.14,2.17,31.17
1218,9,13,15,37.19,1,0,0.55,0.36,female,39,4.13,2.86,1.44,40.39
1219,7,8,2,29.85,0.33,0,0,0.43,female,18,4.26,3.73,1.14,22.73
1220,2,4,72,23.88,0.11,0,0,0,female,19,11.94,5.97,2,32.5
1221,1,1,146,25.62,1,1,0,0,female,47,25.62,25.62,1,40.38
1222,7,11,93,42.92,0.05,0.56,0.11,0.33,male,20,6.13,3.9,1.57,45.46
1223,18,31,19,50.98,0.07,0.69,0.38,0.12,female,62,2.83,1.64,1.72,54.55
1224,4,5,39,41.63,0.56,1,0.25,0,female,36,10.41,8.33,1.25,35.12
1225,1,2,136,17.71,1,0,0,1,female,21,17.71,8.86,2,17.75
1226,9,18,20,41.81,0.02,0.07,0.2,0.13,male,37,4.65,2.32,2,61.38
1227,8,14,77,40.75,0.11,0.5,0.08,0.58,female,43,5.09,2.91,1.75,50.21
1228,2,4,49,24.91,0,1,0,0,male,18,12.46,6.23,2,61.7
1229,7,8,61,25.07,0.73,0.14,0.86,0,male,28,3.58,3.13,1.14,26.26
1230,1,1,185,15.11,1,0,1,1,male,30,15.11,15.11,1,5.96
1232,2,2,218,9.78,1,0,0,1,male,26,4.89,4.89,1,21.49
1236,10,14,43,36.73,0.69,0.08,0.42,0.25,female,34,3.67,2.62,1.4,46.86
1237,22,32,236,45.39,0,0.07,0.85,0.07,male,24,2.06,1.42,1.45,55.1
1238,2,2,203,25.32,1,0,1,0,female,21,12.66,12.66,1,10.67
1239,1,2,54,21.03,0,0,0,0,female,36,21.03,10.52,2,37.12
1240,6,8,4,34.43,0.51,0,0.14,0,female,30,5.74,4.3,1.33,31.81
1241,6,13,90,34.14,0.03,0,0.45,0,female,54,5.69,2.63,2.17,42.79
1242,2,2,74,28.05,0.25,0,1,0,male,20,14.03,14.03,1,35.79
1243,8,8,113,18.76,0.51,0,0.14,0.71,male,20,2.35,2.35,1,28.49
1244,9,11,33,39.59,0.6,0,0.11,0.78,male,48,4.4,3.6,1.22,23.97
1245,14,32,0,49.17,0.03,0.63,0.81,0,female,45,3.51,1.54,2.29,39.48
1247,1,2,69,23.01,1,1,0,0,female,55,23.01,11.51,2,13.03
1248,1,5,118,9.52,0.25,0,0.5,0,female,33,9.52,1.9,5,35.87
1252,4,17,31,55.41,0.08,0.57,0.43,0,male,40,13.85,3.26,4.25,56.16
1253,16,35,36,53.73,0.58,0.79,0.14,0.45,female,41,3.36,1.54,2.19,62.75
1255,11,29,68,56.63,0.25,0.92,0.54,0,female,43,5.15,1.95,2.64,41.75
1257,6,6,36,27.33,0.64,0,0.4,0,female,62,4.55,4.55,1,21.11
1259,18,23,4,48.36,1,0.11,0.32,0.42,female,57,2.69,2.1,1.28,49.51
1261,2,7,171,27.61,0.11,0,0,0.33,female,29,13.8,3.94,3.5,32.73
1262,4,12,61,34.53,1,0.1,0.1,0.2,female,53,8.63,2.88,3,48.55
1263,3,6,71,40.3,0.04,1,0,0,female,32,13.43,6.72,2,46.4
1264,11,17,21,43.63,1,0.71,0.57,0.29,female,62,3.97,2.57,1.55,59.23
1265,16,26,3,41.16,0.4,0,0.27,0.27,female,44,2.57,1.58,1.62,36.18
1266,7,12,32,32.83,1,0.2,0.3,0.5,female,18,4.69,2.74,1.71,37.92
1267,20,43,8,47.43,0.2,0.33,0.22,0.22,female,63,2.37,1.1,2.15,61.16
1268,4,8,79,36.17,0.08,0.71,0.86,0.71,female,20,9.04,4.52,2,24.45
1269,20,28,52,51.7,0,0.74,0.74,0,female,57,2.58,1.85,1.4,24.49
1270,3,4,146,37,1,0.67,0,0,female,45,12.33,9.25,1.33,28.25
1271,11,30,27,56.38,0.03,0.6,0.12,0.56,female,28,5.13,1.88,2.73,42.12
1272,3,22,107,50.38,0.15,0,0.22,0,female,35,16.79,2.29,7.33,0
1273,9,11,22,39.34,0.11,0.22,0.56,0.22,male,26,4.37,3.58,1.22,16.33
1274,3,6,136,22.1,1,0,0.2,0.4,male,51,7.37,3.68,2,24.55
1275,2,2,77,18.55,0.25,0,0.5,0,female,33,9.28,9.28,1,30.3
1276,2,4,221,28.36,0,0,0,1,male,57,14.18,7.09,2,34.33
1278,7,13,60,38.18,0.4,0,0.36,0.27,male,29,5.45,2.94,1.86,57.05
1279,1,2,120,35.95,0,1,0,0,female,49,35.95,17.98,2,47.73
1280,10,18,46,45.48,0.07,0.73,0.13,0.73,female,47,4.55,2.53,1.8,61.32
1281,1,1,198,17.65,1,0,1,0,female,19,17.65,17.65,1,34.39
1282,11,12,119,48.36,0.01,1,0.7,0.2,female,68,4.4,4.03,1.09,31.8
1283,4,5,45,29.88,0.56,0.25,1,0,male,28,7.47,5.98,1.25,35.29
1284,20,34,5,50.17,0.05,0.29,0.25,0.25,male,27,2.51,1.48,1.7,39.46
1285,6,12,59,42.47,0.25,0.9,0,0.1,female,22,7.08,3.54,2,37.63
1286,3,8,14,24.15,0.51,0.57,0.43,0,female,49,8.05,3.02,2.67,30.68
1288,4,8,71,43.16,0.08,1,0.29,0,male,48,10.79,5.39,2,25.28
1289,7,13,31,43.16,0.4,0.64,0.27,0.45,male,50,6.17,3.32,1.86,52.13
1290,2,2,77,27.08,0.25,0,0,0,female,24,13.54,13.54,1,19.33
1291,3,5,10,23.08,1,0,0.25,0,male,29,7.69,4.62,1.67,0
1292,6,6,98,32.03,0.36,0,0.4,0.6,female,55,5.34,5.34,1,9.62
1293,3,8,89,24.84,0.18,0,0,0.71,female,42,8.28,3.1,2.67,14.34
1294,2,2,38,20.5,1,0,1,0,female,64,10.25,10.25,1,20.66
1296,3,5,149,38.85,0.56,0.25,0.75,0,female,41,12.95,7.77,1.67,27.69
1297,1,4,135,18.31,0,0,1,1,female,36,18.31,4.58,4,6.85
1298,3,4,177,23.32,0.44,0,0.33,0,female,32,7.77,5.83,1.33,9.95
1299,4,7,174,35.35,0.11,0.5,1,0.17,male,38,8.84,5.05,1.75,24.96
1300,2,7,316,31.94,0.11,0.5,0.67,0.17,female,62,15.97,4.56,3.5,34.3
1301,1,2,63,16.11,1,0,0.5,0,female,39,16.11,8.05,2,26.22
1302,3,8,23,36.34,0.08,0.57,1,0,male,69,12.11,4.54,2.67,19.85
1303,15,26,12,48.09,0.01,0.14,0.32,0.64,male,43,3.21,1.85,1.73,33.08
1304,3,5,44,30.32,0.06,0.25,0,1,male,18,10.11,6.06,1.67,12.72
1310,7,8,52,31.99,0.33,0.14,0,1,female,27,4.57,4,1.14,-4.15
1311,3,10,88,38.28,1,0.5,0.25,0,male,34,12.76,3.83,3.33,18.23
1312,3,4,146,38.87,0.44,0.67,0.33,0.33,male,37,12.96,9.72,1.33,14.94
1313,4,11,18,46.48,0.44,0.22,0.33,0.22,female,38,11.62,4.23,2.75,60.52
1315,1,1,94,6.15,1,0,0,1,male,52,6.15,6.15,1,31.52
1316,40,59,21,64.92,0.02,0.45,0.16,0.27,female,55,1.62,1.1,1.48,52.03
1317,23,52,9,67.29,0.03,0.86,0.19,0.16,female,32,2.93,1.29,2.26,62.26
1318,1,1,196,32.21,1,1,1,0,male,29,32.21,32.21,1,37.4
1319,4,19,162,45.72,0.06,0,0.19,0,male,31,11.43,2.41,4.75,60.33
1320,6,7,17,48.08,0.69,1,0.67,0,male,37,8.01,6.87,1.17,41.56
1321,3,4,58,40.2,0.11,0,0,0.33,female,54,13.4,10.05,1.33,23.02
1322,3,11,46,29.12,1,0.33,0.22,1,male,59,9.71,2.65,3.67,35.98
1323,3,6,51,27.33,0.04,0.6,0.2,0.6,female,42,9.11,4.55,2,54.49
1325,6,12,6,51.24,0.16,0.4,0.5,0,female,43,8.54,4.27,2,49.65
1327,1,2,79,19.75,0,1,0.5,0,female,25,19.75,9.88,2,24.92
1328,12,31,40,60.9,0.12,1,0.38,0,male,43,5.08,1.96,2.58,59.32
1329,2,2,135,36.08,0,1,1,0.5,female,47,18.04,18.04,1,51.96
1330,1,2,245,41.54,1,0.5,0,0,male,69,41.54,20.77,2,37.71
1332,8,11,103,30.42,0.6,0,0.67,0.33,male,38,3.8,2.77,1.38,47.39
1333,1,1,221,12.09,0,0,0,0,female,45,12.09,12.09,1,46.79
1334,9,22,89,50.36,0.11,0.33,0.17,0.5,female,42,5.6,2.29,2.44,60.83
1335,21,29,17,50.93,0.21,0.71,0.42,0.08,female,43,2.43,1.76,1.38,47.51
1336,7,8,8,40.04,0.18,0,0.29,0.43,male,41,5.72,5,1.14,40.62
1338,2,7,275,39.55,0.03,0.67,1,0,male,46,19.77,5.65,3.5,30.56
1339,2,6,136,29.61,0.04,0.8,0.6,0.8,male,32,14.8,4.93,3,74.39
1340,4,6,44,31.05,0.16,0,0.4,0.8,female,31,7.76,5.17,1.5,13.55
1342,8,8,159,39.85,1,0,1,0,male,70,4.98,4.98,1,31.24
1343,11,18,38,44.93,0.02,0.87,0,0.4,male,38,4.08,2.5,1.64,50.25
1344,7,18,42,44.6,0.36,0.4,0.33,0.13,female,37,6.37,2.48,2.57,52.62
1345,15,47,47,49.3,0,0.03,0,0.05,male,30,3.29,1.05,3.13,44.47
1346,3,12,45,47.46,0.16,1,0.6,0,male,40,15.82,3.96,4,45.04
1350,12,22,13,44.42,0.31,0.22,0.28,0.28,female,40,3.7,2.02,1.83,48.97
1351,2,2,104,19.41,1,0.5,0,0.5,female,25,9.7,9.7,1,43.27
1353,4,5,75,26.88,1,0,0.75,0.25,male,38,6.72,5.38,1.25,21.19
1354,6,14,46,31.76,0.06,0,0.5,0.25,female,56,5.29,2.27,2.33,5.24
1355,8,22,11,51.39,0.01,0.5,0.17,0.33,female,43,6.42,2.34,2.75,47.8
1356,7,24,20,61.99,0,0.85,0.45,0,male,46,8.86,2.58,3.43,37.84
1357,28,46,18,50.69,0.01,0,0.37,0.42,female,27,1.81,1.1,1.64,43.61
1358,2,4,227,22.09,1,0,0,0,male,24,11.04,5.52,2,42.74
1359,3,5,96,30.04,1,0.25,0,0,male,36,10.01,6.01,1.67,50.37
1360,15,20,5,45.77,0.28,0.53,0.29,0.12,female,18,3.05,2.29,1.33,11.08
1361,6,6,99,37.38,0.36,0.4,0.4,0.2,male,40,6.23,6.23,1,52.03
1362,14,23,13,52.91,0.14,0.53,0.42,0,female,36,3.78,2.3,1.64,55.13
1363,1,1,269,22.71,1,1,0,1,female,22,22.71,22.71,1,17.59
1364,2,4,143,28.87,0.11,0,0.33,0.33,male,39,14.44,7.22,2,28.39
1365,2,6,59,33.78,1,0,0.2,0,female,65,16.89,5.63,3,33.28
1366,4,16,27,41.92,0.38,0.08,0.15,0,female,56,10.48,2.62,4,54.66
1367,37,43,11,53.02,0.06,0.08,0.33,0,female,42,1.43,1.23,1.16,43.45
1368,4,8,13,40.11,0.51,1,0.14,0,female,38,10.03,5.01,2,50.49
1369,19,38,22,57.03,0.01,0.75,0.56,0.22,male,30,3,1.5,2,65.06
1373,7,8,81,38.99,0.33,1,0.57,0.29,female,57,5.57,4.87,1.14,37.69
1374,2,6,184,35.98,0.36,0.2,0.2,0.8,female,32,17.99,6,3,53.33
1375,1,1,50,5.2,0,1,0,0,male,23,5.2,5.2,1,36.08
1376,3,6,122,24.99,0.04,0,0,0,female,35,8.33,4.17,2,40.78
1377,4,10,113,41.45,0.14,0.5,0.25,0,male,38,10.36,4.15,2.5,42.95
1378,8,8,138,35.66,1,0,0.57,0.14,male,47,4.46,4.46,1,10.66
1379,1,1,284,-0.7,1,0,0,0,male,18,-0.7,-0.7,1,21.03
1380,6,11,85,33.56,0.31,0,0.22,0,male,25,5.59,3.05,1.83,26.47
1381,6,6,60,31.92,0.16,0,0,0.6,female,42,5.32,5.32,1,5.98
1382,2,2,65,18.23,0.25,0,0.5,0.5,female,39,9.12,9.12,1,52.06
1383,1,1,191,6.5,1,1,0,1,male,62,6.5,6.5,1,32.65
1385,3,4,40,25.71,0.11,0,1,0,female,42,8.57,6.43,1.33,42.56
1386,3,4,87,40.2,0.44,0.33,0.33,0,female,51,13.4,10.05,1.33,50.56
1387,3,4,58,29.15,0.44,1,0,0,female,58,9.72,7.29,1.33,46.53
1389,8,10,22,46.93,0.25,0.38,0,0,male,28,5.87,4.69,1.25,60.4
1391,7,14,2,45.65,0.11,0.25,0.5,0.08,female,42,6.52,3.26,2,24.06
1392,12,28,22,38.57,0.07,0,0.57,0.22,female,24,3.21,1.38,2.33,35.83
1393,2,2,194,17.39,0.25,0,0,0.5,male,25,8.7,8.7,1,28.51
1394,1,4,262,23.82,0.11,0,0,0,male,26,23.82,5.96,4,13.17
1395,2,4,185,24.82,1,0.67,0.67,0,female,26,12.41,6.21,2,26.72
1396,11,12,42,43.55,0.81,0,0,0,female,18,3.96,3.63,1.09,38.09
1397,1,4,318,27.04,0.11,0,1,0,male,30,27.04,6.76,4,47.97
1398,6,6,98,13.93,0.16,0,0.6,0.6,male,59,2.32,2.32,1,15.82
1399,1,1,200,3.85,1,0,1,0,male,34,3.85,3.85,1,22.44
1400,3,13,8,41.12,0.01,0.27,0.45,0.55,male,31,13.71,3.16,4.33,40.91
1401,2,10,50,47.36,0.39,1,0.25,0,female,42,23.68,4.74,5,51.77
1402,4,6,158,33.34,1,0,0,0.4,female,42,8.34,5.56,1.5,25.95
1403,38,67,16,65.29,0.01,0.45,0.68,0.05,female,41,1.72,0.97,1.76,67.88
1404,1,2,352,24.72,1,1,0,0,male,32,24.72,12.36,2,49.37
1406,4,32,6,51.47,0.03,0.67,0.04,0.33,male,30,12.87,1.61,8,34.36
1407,22,43,5,53.37,0.01,0.28,0.17,0.08,female,64,2.43,1.24,1.95,60.19
1408,2,2,204,9.73,0.25,0,1,0,female,42,4.87,4.87,1,33.77
1409,3,8,67,37.55,0.33,0.14,0,0,male,30,12.52,4.69,2.67,48.9
1410,7,8,62,29.28,1,0.57,0.71,0,female,24,4.18,3.66,1.14,38.22
1411,2,2,124,7.52,1,0,0,0.5,female,30,3.76,3.76,1,21.02
1412,2,7,82,37.33,0.69,0.5,0.33,0,female,42,18.66,5.33,3.5,21.17
1413,25,58,15,62.93,0,0.44,0.04,0.23,female,27,2.52,1.08,2.32,51.5
1414,7,11,31,33.38,0.01,0.11,0.78,0.22,female,37,4.77,3.03,1.57,42.44
1415,1,2,312,19.11,0,0,1,1,male,35,19.11,9.55,2,1.59
1416,10,16,1,37.61,0.15,0.69,0.46,0.23,female,30,3.76,2.35,1.6,41.54
1417,1,1,243,6.48,1,0,0,1,male,61,6.48,6.48,1,22.06
1418,2,2,24,15.36,1,0,0.5,0.5,female,57,7.68,7.68,1,9.17
1419,2,5,32,36.62,0,0.75,0.25,0.75,female,42,18.31,7.32,2.5,28.43
1420,2,16,145,30.13,0.01,0.46,0.85,0.62,female,34,15.06,1.88,8,50.47
1421,6,8,3,35.64,0.18,0.14,0.14,0.14,female,38,5.94,4.46,1.33,38.73
1422,8,22,15,36.85,0.01,0.11,0.17,0.61,female,47,4.61,1.68,2.75,0
1423,1,1,152,12.43,1,0,0,1,male,45,12.43,12.43,1,0
1424,1,1,208,14.83,1,0,0,1,female,45,14.83,14.83,1,25.74
1425,1,1,203,22.11,1,1,1,0,male,56,22.11,22.11,1,18.54
1426,1,1,108,10.99,1,0,0,0,male,46,10.99,10.99,1,13.72
1428,1,2,83,23.87,0,1,0,1,female,56,23.87,11.94,2,50.43
1429,3,8,160,43.87,0.02,0.86,0.14,0,male,32,14.62,5.48,2.67,43.98
1431,7,10,85,38.34,0.06,0.38,0.5,0.12,male,54,5.48,3.83,1.43,36.83
1432,13,36,3,49.22,0.22,0.67,0.7,0.23,female,25,3.79,1.37,2.77,36.59
1433,3,8,134,33.22,0.08,0,1,0.43,female,45,11.07,4.15,2.67,17.9
1434,10,31,15,42.03,0.01,0.46,0.08,0.35,male,29,4.2,1.36,3.1,21.51
1436,2,4,11,17.78,0.44,0,1,0,male,44,8.89,4.45,2,42.2
1437,2,5,49,24.8,0.25,0,0,1,male,30,12.4,4.96,2.5,24.85
1438,1,1,293,6.51,0,0,1,0,male,30,6.51,6.51,1,11.13
1439,1,1,193,3.84,0,0,1,1,male,35,3.84,3.84,1,13.82
1440,6,6,4,33.23,0.64,0,0.2,0.2,male,18,5.54,5.54,1,58.39
1441,3,4,129,26.77,0,0.33,1,0,female,46,8.92,6.69,1.33,19.76
1443,2,2,27,28.74,1,0.5,0,1,male,47,14.37,14.37,1,36.24
1444,1,2,200,20.03,1,0,0,1,female,29,20.03,10.02,2,-0.58
1445,1,1,247,23.3,1,1,0,0,male,40,23.3,23.3,1,4.88
1447,8,25,136,55.12,0.18,0.52,0.29,0.1,male,41,6.89,2.2,3.12,34.82
1448,7,7,20,22.86,0.69,0,0.33,0.5,female,50,3.27,3.27,1,24.58
1449,2,4,142,26.26,0.44,0,1,0.67,male,57,13.13,6.57,2,17.93
1451,2,2,134,20.71,1,0,0,1,male,34,10.36,10.36,1,6.88
1452,2,2,76,11.94,0.25,0,1,0,female,61,5.97,5.97,1,37.45
1453,3,6,24,37.26,0.36,1,1,0,male,64,12.42,6.21,2,46.98
1454,1,1,24,3.51,1,0,1,0,female,35,3.51,3.51,1,19.62
1455,1,2,210,13.44,0.25,0,0,0,male,30,13.44,6.72,2,27.98
1456,3,6,4,27.37,1,0,0.4,0.6,female,28,9.12,4.56,2,14.79
1457,11,18,7,34.21,0.75,0,0.27,0.73,male,30,3.11,1.9,1.64,28.31
1458,4,6,96,35.54,0.04,0,0,0.8,male,56,8.88,5.92,1.5,26.16
1459,2,2,46,42.36,1,1,0,0,female,41,21.18,21.18,1,62.54
1462,3,5,41,27.06,1,0,0.75,0,male,64,9.02,5.41,1.67,22.89
1464,1,1,40,12.52,1,0,1,0,male,64,12.52,12.52,1,18.16
1465,1,1,208,12.56,1,0,1,1,female,32,12.56,12.56,1,14.12
1467,9,12,68,31.96,1,0,0.3,0.4,male,32,3.55,2.66,1.33,18.8
1468,1,1,229,4.55,1,0,0,1,female,26,4.55,4.55,1,27.69
1469,1,2,321,27,0.25,1,0,0,male,47,27,13.5,2,4.5
1470,2,4,53,20.03,0.11,0.33,0,0,female,26,10.02,5.01,2,34.98
1471,2,2,211,33.49,1,0.5,1,0,female,49,16.75,16.75,1,1.06
1472,2,2,102,9.55,0.25,0,0,1,male,35,4.78,4.78,1,6.31
1473,1,2,219,28.02,1,1,0,1,female,53,28.02,14.01,2,32.52
1474,1,1,362,31.83,1,1,1,0,female,51,31.83,31.83,1,32.5
1475,2,2,202,26.33,0.25,0.5,0,0,male,34,13.16,13.16,1,30.4
1477,2,4,190,37.57,0.11,1,0.33,0.67,male,42,18.79,9.39,2,44.48
1478,2,4,120,28.92,0,0,0.33,0.33,male,25,14.46,7.23,2,28.13
1480,1,1,62,19.77,1,0,1,0,female,59,19.77,19.77,1,14.24
1482,4,5,148,39.38,0.56,0,0,0.25,female,59,9.85,7.88,1.25,30.43
1483,18,29,4,56.49,0,0,0.17,0.67,female,48,3.14,1.95,1.61,30.97
1484,2,4,198,30.5,1,1,0.67,0.67,male,42,15.25,7.62,2,32.7
1485,7,10,32,32.64,0.56,0,0,0,male,26,4.66,3.26,1.43,37.47
1486,1,2,217,10.2,0,0,0,0,male,22,10.2,5.1,2,21.39
1487,1,1,131,12.23,1,0,0,0,female,21,12.23,12.23,1,8.54
1488,3,4,215,10.72,0.44,0,0.33,0.33,female,27,3.57,2.68,1.33,18.45
1489,7,8,190,43.17,0.73,0.29,0.57,0.29,male,54,6.17,5.4,1.14,35.33
1490,11,20,33,52.77,0.12,0.59,0.29,0.18,male,30,4.8,2.64,1.82,48.34
1491,7,10,7,36.14,0.56,0.25,0.12,0,male,61,5.16,3.61,1.43,30.2
1492,1,1,137,5.33,0,0,1,1,male,28,5.33,5.33,1,18.38
1493,12,20,13,51.82,0.89,0.59,0.06,0,female,51,4.32,2.59,1.67,63.17
1497,1,1,56,24.94,1,0,1,0,female,50,24.94,24.94,1,41.81
1498,6,7,5,31.02,1,0.17,0.17,0.17,male,36,5.17,4.43,1.17,34.77
1499,1,2,317,25.74,0,1,0,0,male,43,25.74,12.87,2,28.72
1500,10,23,44,43.56,0.34,0,0.26,0.58,female,43,4.36,1.89,2.3,30.78
1501,4,10,29,33.06,0.56,0.75,0.38,0.38,female,35,8.27,3.31,2.5,32.2
1502,2,2,121,9.88,1,0.5,0,0.5,male,61,4.94,4.94,1,0
1503,3,12,12,27.38,0.01,0.3,0.2,0.3,male,32,9.13,2.28,4,63.29
1504,1,1,222,16.8,1,0,0,0,female,41,16.8,16.8,1,32.69
1505,1,1,208,13.14,1,0,1,0,male,54,13.14,13.14,1,5.28
1506,2,2,197,19.86,1,0,0,0,female,38,9.93,9.93,1,35.87
1507,1,4,302,19.55,0.11,0,1,0,male,41,19.55,4.89,4,4.88
1508,28,67,4,56.54,0.73,0.21,0.73,0.05,female,32,2.02,0.84,2.39,47.72
1509,4,6,83,35.22,0.36,0.2,0.2,0,female,45,8.8,5.87,1.5,51.67
1511,3,5,30,29.27,0.56,0,0.5,0.5,female,50,9.76,5.85,1.67,13.46
1514,4,5,70,21.21,0.06,0,1,0,male,42,5.3,4.24,1.25,30.8
1515,12,17,73,41.1,0.18,0.36,0.79,0,female,35,3.43,2.42,1.42,54.72
1517,1,4,136,11.7,0.44,0,0.33,0.33,female,48,11.7,2.92,4,24.71
1518,1,2,61,18.11,1,1,0.5,0,male,30,18.11,9.05,2,37.39
1519,12,22,90,51.16,1,0.56,0.22,0,male,37,4.26,2.33,1.83,6.76
1520,6,12,18,48.8,0.25,0,0.3,0.7,male,39,8.13,4.07,2,51.19
1521,10,30,13,46.13,0.06,0,0.2,0.56,female,54,4.61,1.54,3,56.57
1522,7,19,106,42.37,0.06,0.06,0.38,0,male,42,6.05,2.23,2.71,21.68
1523,8,20,28,53.5,0.01,0.12,0.29,0.24,male,23,6.69,2.67,2.5,54.63
1524,2,4,196,43.15,1,1,0,0,male,33,21.57,10.79,2,44.09
1525,1,1,264,20,1,0,1,0,male,29,20,20,1,-3.1
1526,3,4,47,22.53,0.44,0,1,0,male,57,7.51,5.63,1.33,17.99
1527,8,13,156,46.81,0.01,0.82,0.27,0,male,38,5.85,3.6,1.62,64.37
1529,4,5,8,44.59,0.25,0.5,0.75,0,male,50,11.15,8.92,1.25,55.7
